premises-FOL,conclusion-FOL,label,premise,hypothesis,count_prem
"∀x ∀y ((Coach(x, y) ∧ FootballClub(y)) → FootballCoach(x))
∀w ∀x ∀y ∀z ((PlayPositionFor(x, w, y, z) ∧ InNFL(y, z)) → PlayInNFL(x))
FootballClub(minnesotaVikings)
Coach(dennisGreen, minnesotaVikings)
ReceiveTD(crisCarter, num13)
InNFL(minnesotaVikings, yr1997)
PlayPositionFor(johnRandle, defensiveTackle, minnesotaVikings, yr1997)",FootballCoach(dennisGreen),True,"If a person coaches a football club, the person is a football coach.
If a person has a position in a club in a year, and the club is in NFL in the same year, the person plays in NFL.
Minnesota Vikings is a football club.
Dennis Green coached Minnesota Vikings.
Cris Carter had 13 touchdown receptions.
Minnesota Vikings were in the National Football League in 1997.
John Randle was Minnesota Vikings defensive tackle in 1997.",Dennis Green is a football coach.,7
"∀x ∀y ((Coach(x, y) ∧ FootballClub(y)) → FootballCoach(x))
∀w ∀x ∀y ∀z ((PlayPositionFor(x, w, y, z) ∧ InNFL(y, z)) → PlayInNFL(x))
FootballClub(minnesotaVikings)
Coach(dennisGreen, minnesotaVikings)
ReceiveTD(crisCarter, num13)
InNFL(minnesotaVikings, yr1997)
PlayPositionFor(johnRandle, defensiveTackle, minnesotaVikings, yr1997)",¬PlayInNFL(johnRandle),False,"If a person coaches a football club, the person is a football coach.
If a person has a position in a club in a year, and the club is in NFL in the same year, the person plays in NFL.
Minnesota Vikings is a football club.
Dennis Green coached Minnesota Vikings.
Cris Carter had 13 touchdown receptions.
Minnesota Vikings were in the National Football League in 1997.
John Randle was Minnesota Vikings defensive tackle in 1997.",John Randle didn't play in the National Football League.,7
"∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, lecture) → BookedDuring(x, day))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ ¬PrivateStudySpot(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ (UsedFor(x, lecture) ∨ UsedFor(x, officeHours)))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ BookedIn(x, evening) → ¬FreelyUsableAtNight(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, officeHours) → BookedIn(x, evening))
ClassroomIn(116, williamLHarknessHall) ∧ ¬(UsedFor(116, lecture) ⊕ UsedFor(116, officeHours))",PrivateStudySpot(room116),False,"All classrooms in William L. Harkness Hall that are used for lectures are booked during the day. 
None of the classrooms in William L. Harkness Hall are private study spots.
All classrooms in William L. Harkness Hall are used for lectures or used for office hours.
If a classroom in William L. Harkness Hall is booked in the evening, then it is not freely usable at night.
If a classroom in William L. Harkness Hall is used for office hours, then it is booked in the evening.
Room 116 is a classroom in William L. Harkness Hall that is either both used for lecture and used for office hours or not used for either.",Room 116 is a private study spot.,12
"∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, lecture) → BookedDuring(x, day))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ ¬PrivateStudySpot(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ (UsedFor(x, lecture) ∨ UsedFor(x, officeHours)))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ BookedIn(x, evening) → ¬FreelyUsableAtNight(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, officeHours) → BookedIn(x, evening))
ClassroomIn(116, williamLHarknessHall) ∧ ¬(UsedFor(116, lecture) ⊕ UsedFor(116, officeHours))","¬(BookedDuring(room116, day) ⊕ FreelyUsableAtNight(room116) → (UsedFor(room116, officeHour) ⊕ PrivateStudySpot(room116))",True,"All classrooms in William L. Harkness Hall that are used for lectures are booked during the day. 
None of the classrooms in William L. Harkness Hall are private study spots.
All classrooms in William L. Harkness Hall are used for lectures or used for office hours.
If a classroom in William L. Harkness Hall is booked in the evening, then it is not freely usable at night.
If a classroom in William L. Harkness Hall is used for office hours, then it is booked in the evening.
Room 116 is a classroom in William L. Harkness Hall that is either both used for lecture and used for office hours or not used for either.","If Room 116 is either both booked during the day and freely usable at night, or neither, then it is either used for office hours or for private study spots.",12
"∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, lecture) → BookedDuring(x, day))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ ¬PrivateStudySpot(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ (UsedFor(x, lecture) ∨ UsedFor(x, officeHours)))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ BookedIn(x, evening) → ¬FreelyUsableAtNight(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, officeHours) → BookedIn(x, evening))
ClassroomIn(116, williamLHarknessHall) ∧ ¬(UsedFor(116, lecture) ⊕ UsedFor(116, officeHours))","¬(PrivateStudySpot(room116) ∧ FreelyUsableAtNight(room116)) → (UsedFor(room116, lecture) ∨ BookedIn(room116, evening))",False,"All classrooms in William L. Harkness Hall that are used for lectures are booked during the day. 
None of the classrooms in William L. Harkness Hall are private study spots.
All classrooms in William L. Harkness Hall are used for lectures or used for office hours.
If a classroom in William L. Harkness Hall is booked in the evening, then it is not freely usable at night.
If a classroom in William L. Harkness Hall is used for office hours, then it is booked in the evening.
Room 116 is a classroom in William L. Harkness Hall that is either both used for lecture and used for office hours or not used for either.","If Room 116 is not both a private study spot and freely useable at night, then it is either used for lectures or booked during the day.",12
"LargeComplex(shafaq-asiman) ∧ LargeComplex(shafaq-asiman) ∧ Offshore(shafaq-asiman) ∧ GeologicalStructures(shafaq-asiman) ∧ In(shafaq-asiman, caspiansea)
NorthwestOf(baku, shafaq-asiman)
∀x ∀y (NorthwestOf(x, y) → SoutheastOf(y, x))","∃x (LargeComplex(x) ∧ SoutheastOf(x, baku))",True,"Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
Baku is northwest of Shafaq-Asiman.
If place A is northwest of place B, then place B is southeast of place A.",A large complex is southeast of Baku.,3
"LargeComplex(shafaq-asiman) ∧ LargeComplex(shafaq-asiman) ∧ Offshore(shafaq-asiman) ∧ GeologicalStructures(shafaq-asiman) ∧ In(shafaq-asiman, caspiansea)
NorthwestOf(baku, shafaq-asiman)
∀x ∀y (NorthwestOf(x, y) → SoutheastOf(y, x))","∀x (GeologicalStructures(x) ∧ Offshore(x) → ¬NorthwestOf(baku, x))",False,"Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
Baku is northwest of Shafaq-Asiman.
If place A is northwest of place B, then place B is southeast of place A.",Baku is not northwest of offshore geological structures.,3
"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","Tutor(herodicus, hippocrates)",True,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus tutored Hippocrates.,6
"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","¬Recommend(herodicus, massages)",False,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus did not recommend massages.,6
"Greek(herodicus) ∧ Physician(herodicus) ∧ Dietician(herodicus) ∧ Sophist(herodicus) ∧ Gymnast(herodicus)
Born(herodicus, selymbia) ∧ City(selymbia)
Colony(selymbia, megara) ∧ CityState(megara)
Tutor(herodicus, hippocrates)
Recommend(herodicus, massages)
∃x ∃y (Theory(x) ∧ From(x, herodicus) ∧ FoundationOf(x, sportsMedicine) ∧ (¬(x=y)) ∧ Theory(y) ∧ From(y, herodicus) ∧ FoundationOf(y, sportsMedicine))","∃x ∃y (Born(herodicus, x) ∧ Colony(x, y) ∧ CityState(y))",True,"Herodicus was a Greek physician, dietician, sophist, and gymnast.
Herodicus was born in the city of Selymbria.
Selymbria is a colony of the city-state Megara.
One of the tutors of Hippocrates was Herodicus.
Massages were recommended by Herodicus.
Some of the theories of Herodicus are considered to be the foundation of sports medicine.",Herodicus was born in a colony of a city-state.,6
"∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))
∀x ((Adult(x) ∧ In(x, ourFamily)) → Love(x, opera))
∀x ((Scientist(x) ∧ In(x, ourFamily)) → Adult(x))
∃x (Student(x) ∧ In(x, ourFamily) ∧ Kid(x))
Kid(billy) ∧ In(billy, ourFamily) ",Student(billy)  ∧ Scientist(billy),False,"None of the kids in our family love the opera.
All of the adults in our family love the opera.
If someone in our family is a scientist, then they are an adult.
Some students in our family are kids.
Billy is a kid in our family.",Billy is a student and a scientist.,5
"∀x ((Kid(x) ∧ In(x, ourFamily)) → ¬Love(x, opera))
∀x ((Adult(x) ∧ In(x, ourFamily)) → Love(x, opera))
∀x ((Scientist(x) ∧ In(x, ourFamily)) → Adult(x))
∃x (Student(x) ∧ In(x, ourFamily) ∧ Kid(x))
Kid(billy) ∧ In(billy, ourFamily) ",(Student(billy) ∨ Scientist(billy)) → (Student(billy) ∧ Kid(billy)),True,"None of the kids in our family love the opera.
All of the adults in our family love the opera.
If someone in our family is a scientist, then they are an adult.
Some students in our family are kids.
Billy is a kid in our family.","If Billy is a student or a scientist, then Billy is a student and a kid.",5
"Scottish(brianWinter) ∧ FootballReferee(brianWinter)
Retired(brianWinter) ∧ RetiredIn(brianWinter, yr2012)
RefereeObserver(brianWinter)
∃x (FootballReferee(x) ∧ RefereeObserver(x))
SonOf(andyWinter, brianWinter) ∧ FootballPlayer(andyWinter) ∧ PlaysFor(andyWinter, hamiltonAcademical)","∃x ∃y(SonOf(x, y) ∧ RefereeObserver(y) ∧ FootballPlayer(x))",True,"Brian Winter is a Scottish football referee.
After being injured, Brian Winter retired in 2012.
Brian Winter was appointed as a referee observer after his retirement.
Some football referees become referee observers.
The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.",There is a son of a referee observer that plays football.,5
"Scottish(brianWinter) ∧ FootballReferee(brianWinter)
Retired(brianWinter) ∧ RetiredIn(brianWinter, yr2012)
RefereeObserver(brianWinter)
∃x (FootballReferee(x) ∧ RefereeObserver(x))
SonOf(andyWinter, brianWinter) ∧ FootballPlayer(andyWinter) ∧ PlaysFor(andyWinter, hamiltonAcademical)",¬RefereeObserver(brianwinter),False,"Brian Winter is a Scottish football referee.
After being injured, Brian Winter retired in 2012.
Brian Winter was appointed as a referee observer after his retirement.
Some football referees become referee observers.
The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.",Brian Winter was not a referee observer.,5
"Scottish(brianWinter) ∧ FootballReferee(brianWinter)
Retired(brianWinter) ∧ RetiredIn(brianWinter, yr2012)
RefereeObserver(brianWinter)
∃x (FootballReferee(x) ∧ RefereeObserver(x))
SonOf(andyWinter, brianWinter) ∧ FootballPlayer(andyWinter) ∧ PlaysFor(andyWinter, hamiltonAcademical)",Retired(brianwinter),True,"Brian Winter is a Scottish football referee.
After being injured, Brian Winter retired in 2012.
Brian Winter was appointed as a referee observer after his retirement.
Some football referees become referee observers.
The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.",Brian Winter is retired.,5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","InterestedIn(erica, puzzle) ∧ Creative(erica)",True,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.",Erica is interested in puzzles and is creative.,5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","InterestedIn(erica, puzzle) ⊕ Creative(erica)",False,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.",Erica is either interested in puzzles or is creative.,5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","Planner(erica) ∨ PlaysOften(erica, chess))) → (¬(InterestedIn(erica, puzzle) ∧ Creative(erica))",False,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica plans ahead or plays a lot of chess matches, then Erica is not interested in puzzles and creative.",5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","Creative(erica)) → (¬(InterestedIn(erica, puzzle) ∧ Creative(erica))",False,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica is creative, then Erica is not interested in puzzles and creative.",5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","InterestedIn(erica, puzzle) ∧ Creative(erica)) → ¬Creative(erica)",False,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica is interested in puzzles and is creative, then Erica is not creative.",5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","PlaysOften(erica, chess) ⊕ InterestedIn(erica, puzzle) → ¬(InterestedIn(erica, puzzle) ∨ PlaysOften(erica, chess))",True,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica either plays a lot of chess matches or is creative, then Erica is neither interested in puzzles nor a person who plays a lot of chess matches.",5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","PlaysOften(erica, chess) ⊕ InterestedIn(erica, puzzle)) → ¬(InterestedIn(erica, puzzle) ∨ PlaysOften(erica, chess)",False,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica is interested in puzzles and plays a lot of chess matches, then Erica is either a person who plays a lot of chess matches or a person that is creative.",5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","Planner(erica) ∨ InterestedIn(erica, puzzle) → Creative(erica)",True,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica plans ahead or is interested in puzzles, then Erica is creative.",5
"∀x (At(x, boardGameNight) → (InterestedIn(x, puzzle) ∨ BadAt(x, chess)))
∀x ((At(x, boardGameNight) ∧ BadAt(x, chess)) → ¬PlaysOften(x, chess))
∃x (At(x, boardGameNight) ∧ (Planner(x) ∨ Creative(x)))
At(erica, boardGameNight) ∧ PlaysOften(erica, chess)
(At(erica, boardGameNight) ∧ (¬(BadAt(erica, chess) ∨ Creative(erica)))) → ¬(Planner(erica) ⊕  Creative(erica))","BadAt(erica, chess) ⊕ InterestedIn(erica, puzzle) → ¬(PlaysOften(erica, chess) ∧ Creative(erica))",False,"Everyone at 'Board Game night' is interested in puzzles, or they are bad at chess, or both.
If a person at 'Board Game night' is bad at chess, then they don't play a lot of chess.
There is a person at 'Board Game night' who is either a planner or a creative person.
Erica is at 'Board Game night,' and she is someone who plays a lot of chess.
If Erica is neither bad at chess nor creative, then Erica is either someone who plans and is creative, or she is neither of these things.","If Erica is either bad at chess or interested in puzzles, then Erica is not a person who plays a lot of chess matches and creative.",5
"∀x (SoccerPlayer(x) → Have(x, leftFoot) ∧ Have(x, rightFoot))
∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, leftFoot) → UseEfficiently(x, leftFoot))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, rightFoot) → UseEfficiently(x, rightFoot))
SoccerPlayer(ronaldo)
UseEfficiently(ronaldo, rightFoot)
ScoreUsing(ronaldo, manyGoals, leftFoot)",TopSoccerPlayer(ronaldo),True,"Soccer players have a right foot and a left foot.
Top soccer players are soccer players who can use both the left foot and right foot very efficiently.
If a soccer player can score many goals using the left foot, they can use that foot very efficiently.
If a soccer player can score many goals using the right foot, they can use that foot very efficiently.
Cristiano Ronaldo is a soccer player.
Cristiano Ronaldo can use his right foot very efficiently.
Cristiano Ronaldo has scored many goals using his left foot.",Cristiano Ronaldo is a top soccer player.,7
"∀x (SoccerPlayer(x) → Have(x, leftFoot) ∧ Have(x, rightFoot))
∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, leftFoot) → UseEfficiently(x, leftFoot))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, rightFoot) → UseEfficiently(x, rightFoot))
SoccerPlayer(ronaldo)
UseEfficiently(ronaldo, rightFoot)
ScoreUsing(ronaldo, manyGoals, leftFoot)",¬TopSoccerPlayer(ronaldo),False,"Soccer players have a right foot and a left foot.
Top soccer players are soccer players who can use both the left foot and right foot very efficiently.
If a soccer player can score many goals using the left foot, they can use that foot very efficiently.
If a soccer player can score many goals using the right foot, they can use that foot very efficiently.
Cristiano Ronaldo is a soccer player.
Cristiano Ronaldo can use his right foot very efficiently.
Cristiano Ronaldo has scored many goals using his left foot.",Cristiano Ronaldo is not a top soccer player.,7
"Hatchery(nationalLobsterHatchery) ∧ LocatedIn(nationalLobsterHatchery, padstowEngland)
OpenToVisitor(nationalLobsterHatchery)
∀x (Hatchery(x) → ForConservation(x) ⊕ ForProfit(x))
∃x (Hatchery(x) ∧ ForConservation(x) ∧ ReleaseAnimalToWild(x))
¬ForProfit(nationalLobsterHatchery)",ForConservation(nationalLobsterhatchery),True,"The National Lobster Hatchery is a hatchery located in Padstow, England.
The National Lobster Hatchery is open to visitors.
A hatchery is either for profit or for conservation.
If a hatchery is for conservation, it might release animals into the wild.
The National Lobster Hatchery is not for profit.",The National Lobster Hatchery is for conservation.,5
"∀x (Rhosaelwydfc(x) → FootballClub(x) ∧ Welsh(x))
∀x (FootballClub(x) ∧ LocatedIn(x, ponciau) ↔ Rhosaelwydfc(x))
∃x (LocatedIn(x, ponciau) ∧ WonPremierDivisionDuring(x, year2005MonthJune))
∀x (WonPremierDivisionDuring(x, year2009MonthOctober) → PromotedTo(x, cymruAlliance))
∀x (WonPremierDivisionDuring(x, year2009MonthOctober) ↔ WonPremierDivisionDuring(x, y2005MonthJune))","∃x (Rhosaelwydfc(x) ∧ WonPremierDivisionDuring(x, year2005MonthJune))",True,"Rhos Aelwyd F.C. is a Welsh football club.
Rhos Aelwyd F.C. is the only football club located in Ponciau. 
The Premier Division was won in June 2005 by a team from Ponciau. 
The winner of the Premier Division in October 2009 was promoted to the Cymru Alliance.
The Premier Division in October 2009 was won by the same team that won in June 2005. ",Rhos Aelwyd F.C. won Premier Division in June 2005.,9
"∀x (Rhosaelwydfc(x) → FootballClub(x) ∧ Welsh(x))
∀x (FootballClub(x) ∧ LocatedIn(x, ponciau) ↔ Rhosaelwydfc(x))
∃x (LocatedIn(x, ponciau) ∧ WonPremierDivisionDuring(x, year2005MonthJune))
∀x (WonPremierDivisionDuring(x, year2009MonthOctober) → PromotedTo(x, cymruAlliance))
∀x (WonPremierDivisionDuring(x, year2009MonthOctober) ↔ WonPremierDivisionDuring(x, y2005MonthJune))","∃x (Rhosaelwydfc(x) ∧ PromotedTo(x, cymruAlliance))",True,"Rhos Aelwyd F.C. is a Welsh football club.
Rhos Aelwyd F.C. is the only football club located in Ponciau. 
The Premier Division was won in June 2005 by a team from Ponciau. 
The winner of the Premier Division in October 2009 was promoted to the Cymru Alliance.
The Premier Division in October 2009 was won by the same team that won in June 2005. ",Rhos Aelwyd F.C. was promoted to the Cymru Alliance.,9
"∀x (UsedIn(x, labComputer) ∧ UnixOperatingSystem(x) → Software(x))
∀x (UsedIn(x, labComputer) ∧ MacOS(x) → UnixOperatingSystem(x))
∀x (UsedIn(x, labComputer) → MacOS(x) ⊕ Linux(x))
∀x (UsedIn(x, labComputer) ∧ Linux(x) → Convenient(x))
∀x (UsedIn(x, labComputer) ∧ Software(x) → WrittenWithCode(x))
∀x (UsedIn(x, labComputer) ∧ Convenient(x) → Popular(x))
UsedIn(burger, labComputer) ∧ WrittenWithCode(burger) ∧ MacOS(burger))
UsedIn(pytorch, labComputer) ∧ ¬(Linux(pytorch) ⊕ Software(pytorch))",Popular(pytorch) ∧ WrittenWithCode(pytorch),True,"A Unix operating system used in the lab computers is a piece of software.
All versions of MacOS used in the lab computer are based on Unix operating systems.
A lab computer uses either MacOS or Linux. 
All Linux computers in the lab are convenient.
All software used in the lab computers is written with code.
If something is convenient in the lab computer, then it is popular.
Burger is used in the lab computer, and it is written with code and a new version of MacOS.
PyTorch is used in the lab computer, and PyTorch is neither a Linux system nor a piece of software.",PyTorch is popular and written with code.,8
"∀x (UsedIn(x, labComputer) ∧ UnixOperatingSystem(x) → Software(x))
∀x (UsedIn(x, labComputer) ∧ MacOS(x) → UnixOperatingSystem(x))
∀x (UsedIn(x, labComputer) → MacOS(x) ⊕ Linux(x))
∀x (UsedIn(x, labComputer) ∧ Linux(x) → Convenient(x))
∀x (UsedIn(x, labComputer) ∧ Software(x) → WrittenWithCode(x))
∀x (UsedIn(x, labComputer) ∧ Convenient(x) → Popular(x))
UsedIn(burger, labComputer) ∧ WrittenWithCode(burger) ∧ MacOS(burger))
UsedIn(pytorch, labComputer) ∧ ¬(Linux(pytorch) ⊕ Software(pytorch))",¬(Popular(pytorch) ∧ WrittenWithCode(pytorch)),False,"A Unix operating system used in the lab computers is a piece of software.
All versions of MacOS used in the lab computer are based on Unix operating systems.
A lab computer uses either MacOS or Linux. 
All Linux computers in the lab are convenient.
All software used in the lab computers is written with code.
If something is convenient in the lab computer, then it is popular.
Burger is used in the lab computer, and it is written with code and a new version of MacOS.
PyTorch is used in the lab computer, and PyTorch is neither a Linux system nor a piece of software.",PyTorch is not popular and it is not written with code.,8
