answer,depth,len,used_facts,used_rules,premise,hypothesis,count_rules
True,3,7,"[array(['Fiona is quiet.', 'Fiona is quiet.', 'Fiona is quiet.'],
       dtype=object)                                             ]","[array(['Quiet people are white.', 'Quiet people are white.',
        'All white, quiet people are nice.',
        'White, nice people are furry.'], dtype=object)      ]","Dave is nice. Anne is cold. Dave is smart. Charlie is big. Anne is furry. Anne is big. Dave is furry. Dave is not quiet. Fiona is quiet. Charlie is not cold. Fiona is smart.  Furry, white people are cold. Furry, quiet people are white. White, nice people are furry. All cold people are big. Quiet people are white. All white, quiet people are nice. ",Fiona is furry.,3
True,3,5,"[array(['Charlie is furry.', 'Charlie is furry.'], dtype=object)]","[array(['All furry people are young.', 'All young people are quiet.',
        'All quiet, furry people are blue.'], dtype=object)          ]","Dave is white. Anne is blue. Dave is quiet. Dave is smart. Gary is green. Charlie is furry. Gary is furry.  All furry people are smart. All smart, green people are not white. All green, young people are quiet. All quiet, furry people are blue. All furry people are young. If Dave is quiet and Dave is blue then Dave is furry. All blue people are green. All young people are quiet. ",Charlie is blue.,3
True,3,5,"[array(['Dave is quiet.', 'Dave is quiet.'], dtype=object)]","[array(['All quiet things are green.',
        'If something is quiet and green then it is rough.',
        'All rough things are young.'], dtype=object)       ]",Dave is white. Anne is cold. Dave is quiet. Gary is cold. Gary is white. Anne is rough. Gary is rough. Anne is red. Fiona is not quiet. Gary is quiet. Gary is red. Anne is not white.  If Fiona is white and Fiona is green then Fiona is not quiet. If something is quiet and green then it is rough. If something is cold then it is red. All rough things are young. Young things are cold. All quiet things are green. ,Dave is young.,3
True,3,5,"[array(['Erin is round.', 'Erin is white.'], dtype=object)
 array(['Erin is white.', 'Erin is white.'], dtype=object)]","[array(['All white people are cold.',
        'If someone is cold then they are furry.',
        'All round, furry people are green.'], dtype=object)
 array(['All white people are cold.',
        'If someone is cold then they are furry.',
        'Furry, white people are green.'], dtype=object)]","Erin is white. Harry is furry. Gary is cold. Gary is round. Anne is white. Harry is green. Erin is round.  All cold people are white. All white people are cold. All round, green people are cold. All cold, rough people are round. All furry, green people are rough. If someone is cold then they are furry. All round, furry people are green. Furry, white people are green. Nice people are round. ",Erin is green.,3
False,3,5,"[array(['The cow is cold.', 'The cow likes the dog.'], dtype=object)]","[array(['If the cow is cold then the cow chases the rabbit.',
        'If something chases the rabbit then the rabbit needs the cow.',
        'If the rabbit needs the cow and the cow likes the dog then the dog needs the cow.'],
       dtype=object)                                                                         ]",The cow is cold. The lion chases the dog. The cow likes the rabbit. The dog needs the rabbit. The cow needs the rabbit. The cow is big. The cow chases the dog. The cow likes the dog. The lion does not need the cow. The cow does not chase the lion. The rabbit likes the lion. The dog is green. The dog likes the cow. The cow does not like the lion. The dog likes the rabbit.  If something needs the lion and the lion is young then the lion needs the dog. If the dog is green and the dog chases the lion then the lion is kind. If the cow is cold then the cow chases the rabbit. If something needs the rabbit and it does not need the dog then the rabbit is not big. If something chases the rabbit then the rabbit needs the cow. If something is cold and not big then it is green. If the lion is not green then the lion is not kind. If the rabbit needs the cow and the cow likes the dog then the dog needs the cow. ,The dog does not need the cow.,3
False,3,4,"[array(['The bald eagle needs the rabbit.'], dtype=object)]","[array(['If something needs the rabbit then it likes the rabbit.',
        'If something likes the rabbit then it eats the mouse.',
        'If something eats the mouse then the mouse needs the rabbit.'],
       dtype=object)                                                    ]",The bald eagle likes the mouse. The tiger needs the mouse. The bald eagle needs the rabbit. The tiger likes the bald eagle. The bald eagle is young. The rabbit needs the mouse. The mouse needs the bald eagle. The bald eagle eats the tiger. The mouse is kind. The tiger is round. The rabbit is young.  If something eats the mouse then the mouse needs the rabbit. If the mouse eats the rabbit then the mouse eats the bald eagle. If something likes the rabbit then it eats the mouse. If something needs the rabbit then it likes the rabbit. All kind things are round. ,The mouse does not need the rabbit.,3
True,3,5,"[array(['The mouse eats the cat.', 'The mouse eats the cat.'], dtype=object)]","[array(['If something eats the cat then it visits the cat.',
        'If something eats the cat and it visits the cat then it is blue.',
        'If something is blue then it eats the rabbit.'], dtype=object)    ]",The rabbit visits the mouse. The dog eats the mouse. The cat eats the dog. The dog visits the rabbit. The cat sees the mouse. The cat eats the mouse. The rabbit visits the dog. The mouse eats the cat. The dog is red. The dog eats the cat.  If something is red then it eats the cat. If something eats the cat then it visits the cat. If something eats the cat and it visits the cat then it is blue. If something eats the rabbit then the rabbit sees the dog. If something sees the dog then it eats the rabbit. If something visits the rabbit and it sees the rabbit then the rabbit sees the dog. If something is red and it sees the dog then it sees the cat. If something is round and it sees the dog then it visits the dog. If something is blue then it eats the rabbit. ,The mouse eats the rabbit.,3
True,3,5,"[array(['Dave is white.', 'Dave is green.'], dtype=object)]","[array(['If something is green then it is red.',
        'If Dave is white and Dave is red then Dave is furry.',
        'All furry things are not young.'], dtype=object)      ]","Dave is white. Dave is nice. Dave is smart. Bob is nice. Dave is green. Gary is not young. Gary is green. Charlie is red. Charlie is white. Bob is green.  If Gary is smart and Gary is furry then Gary is not red. If something is green then it is red. Smart things are nice. If something is nice and not smart then it is furry. If Bob is green and Bob is nice then Bob is not young. All white, green things are smart. If Dave is white and Dave is red then Dave is furry. All furry things are not young. ",Dave is not young.,3
True,3,4,"[array(['The bear eats the cow.'], dtype=object)]","[array(['If something eats the cow then it is kind.',
        'All kind things are blue.', 'All blue things are red.'],
       dtype=object)                                             ]",The cat does not eat the tiger. The cow visits the tiger. The tiger is blue. The bear eats the cow.  If something is blue and it visits the bear then it visits the tiger. If something chases the bear and it eats the tiger then the bear eats the cow. If something chases the bear then the bear does not chase the cow. If something eats the cow then it is kind. All blue things are red. If something visits the cow and the cow is blue then it eats the tiger. All kind things are blue. If something eats the cow and it does not visit the cat then the cow does not eat the bear. ,The bear is red.,3
True,3,6,"[array(['Anne is green.', 'Anne is green.'], dtype=object)]","[array(['If someone is green then they are kind.',
        'All kind people are nice.',
        'If someone is green then they are kind.',
        'Nice, kind people are round.'], dtype=object)]","Anne is rough. Anne is young. Anne is green.  If someone is smart and green then they are nice. Nice, kind people are round. If someone is round and not kind then they are not rough. All kind people are nice. If someone is green then they are kind. If someone is smart then they are not kind. ",Anne is round.,3
False,3,5,"[array(['Fiona is big.', 'Fiona is big.'], dtype=object)
 array(['Fiona is big.', 'Fiona is furry.'], dtype=object)]","[array(['Big people are rough.',
        'If someone is rough then they are young.',
        'Big, young people are cold.'], dtype=object)
 array(['If someone is furry then they are rough.',
        'If someone is rough then they are young.',
        'Big, young people are cold.'], dtype=object)]","Dave is quiet. Gary is young. Fiona is furry. Gary is round. Harry is rough. Fiona is big. Harry is quiet.  If someone is rough then they are young. Big, young people are cold. If someone is young and not furry then they are not round. Big people are rough. If someone is furry then they are rough. Cold people are round. If someone is young and round then they are quiet. ",Fiona is not cold.,3
True,3,5,"[array(['Bob is smart.', 'Bob is smart.'], dtype=object)
 array(['Bob is smart.', 'Bob is smart.'], dtype=object)]","[array(['If something is smart then it is green.',
        'All green things are blue.',
        'If something is smart and blue then it is nice.'], dtype=object)
 array(['If something is smart then it is green.',
        'All green things are blue.',
        'If something is smart then it is green.',
        'If something is blue and green then it is nice.'], dtype=object)]",Anne is kind. Anne is blue. Fiona is kind. Harry is cold. Harry is blue. Anne is red. Harry is kind. Harry is green. Bob is smart. Harry is red. Anne is nice. Fiona is cold.  If something is smart and cold then it is kind. All green things are blue. If something is smart then it is green. If something is smart and blue then it is nice. All red things are cold. If something is blue and green then it is nice. If Bob is nice then Bob is cold. ,Bob is nice.,3
False,3,5,"[array(['The bear sees the cat.', 'The dog needs the cat.'], dtype=object)]","[array(['If something needs the cat then the cat eats the bald eagle.',
        'If something eats the bald eagle then it is green.',
        'If something sees the cat and the cat is green then the cat eats the bear.'],
       dtype=object)                                                                  ]",The bald eagle is rough. The bear eats the dog. The cat eats the dog. The dog sees the bald eagle. The bear sees the cat. The dog is nice. The dog needs the cat. The bear needs the dog. The dog is rough. The bear is big. The bear sees the dog. The dog needs the bear.  If something eats the bear then the bear eats the bald eagle. If something sees the cat and the cat is green then the cat eats the bear. If something eats the bald eagle then it is green. If something eats the bear and it eats the dog then the bear is rough. If something needs the cat then the cat eats the bald eagle. ,The cat does not eat the bear.,3
True,3,5,"[array(['The rabbit eats the cat.', 'The cat is young.'], dtype=object)]","[array(['If something eats the cat then the cat is green.',
        'All green things are red.',
        'If something is red and young then it eats the lion.'],
       dtype=object)                                            ]",The rabbit needs the lion. The cat eats the dog. The dog is young. The rabbit chases the dog. The cat is young. The lion is green. The dog needs the rabbit. The rabbit needs the cat. The rabbit chases the cat. The cat needs the rabbit. The rabbit eats the cat. The lion needs the cat.  If something is big then it eats the cat. If something is blue and it eats the cat then the cat chases the dog. All green things are red. If something eats the cat then the cat is green. If something eats the rabbit then the rabbit eats the dog. If something eats the lion then the lion is young. If something eats the rabbit and it needs the lion then the rabbit is red. If something is red and young then it eats the lion. ,The cat eats the lion.,3
False,3,5,"[array(['Fiona is smart.', 'Fiona is smart.'], dtype=object)]","[array(['Smart things are furry.', 'Furry things are young.',
        'If something is smart and young then it is nice.'], dtype=object)]",Gary is not cold. Fiona is smart.  If something is nice and young then it is smart. If something is smart and young then it is nice. If something is furry and not cold then it is not smart. Smart things are furry. If Fiona is round then Fiona is not white. Furry things are young. ,Fiona is not nice.,3
False,3,4,"[array(['Harry is white.'], dtype=object)]","[array(['If something is white then it is nice.',
        'If something is nice then it is furry.',
        'If something is furry then it is big.'], dtype=object)]","Erin is nice. Erin is white. Harry is white.  If something is furry then it is big. If something is white then it is nice. If something is white then it is not blue. If something is nice then it is not green. All blue things are round. If something is nice then it is furry. All nice things are round. All furry, white things are round. ",Harry is not big.,3
True,3,5,"[array(['Gary is green.', 'Gary is quiet.'], dtype=object)
 array(['Gary is green.', 'Gary is green.', 'Gary is blue.'], dtype=object)
 array(['Gary is green.', 'Gary is green.'], dtype=object)]","[array(['If something is green then it is white.',
        'White things are rough.',
        'If Gary is rough and Gary is quiet then Gary is not nice.'],
       dtype=object)
 array(['If something is green then it is white.',
        'White things are rough.', 'Green, blue things are quiet.',
        'If Gary is rough and Gary is quiet then Gary is not nice.'],
       dtype=object)
 array(['If something is green then it is white.',
        'White things are rough.',
        'If something is green then it is white.',
        'White things are quiet.',
        'If Gary is rough and Gary is quiet then Gary is not nice.'],
       dtype=object)                                                 ]","Anne is blue. Gary is young. Anne is rough. Gary is green. Anne is white. Gary is quiet. Anne is quiet. Anne is green. Anne is nice. Gary is blue.  If Gary is rough and Gary is quiet then Gary is not nice. White things are rough. White things are quiet. Green, blue things are quiet. If something is quiet and not green then it is young. If something is green then it is white. ",Gary is not nice.,3
False,3,5,"[array(['Erin is big.', 'Erin is big.'], dtype=object)
 array(['Erin is big.', 'Erin is big.'], dtype=object)]","[array(['Big things are quiet.',
        'If something is quiet and big then it is kind.',
        'If something is kind then it is nice.'], dtype=object)
 array(['Big things are quiet.',
        'If something is quiet and big then it is kind.',
        'All kind things are nice.'], dtype=object)      ]",Charlie is nice. Gary is nice. Anne is round. Anne is cold. Anne is big. Erin is big. Gary is round. Gary is kind. Charlie is cold. Charlie is round. Gary is quiet. Charlie is furry. Charlie is kind. Gary is furry.  If something is nice and furry then it is quiet. If something is quiet and big then it is kind. All kind things are nice. Big things are quiet. Nice things are cold. If something is kind then it is nice. If something is cold then it is round. All cold things are kind. ,Erin is not nice.,3
True,3,5,"[array(['Charlie is smart.', 'Charlie is smart.'], dtype=object)]","[array(['If something is smart then it is kind.',
        'If Charlie is kind then Charlie is furry.',
        'Smart, furry things are not green.'], dtype=object)]","Harry is red. Charlie is smart.  If Charlie is smart and Charlie is not green then Charlie is round. If something is red and furry then it is green. If Charlie is furry and Charlie is not smart then Charlie is not kind. If something is smart then it is kind. Smart, furry things are not green. If Charlie is kind then Charlie is furry. ",Charlie is not green.,3
True,3,4,"[array(['The cat visits the rabbit.'], dtype=object)
 array(['The cat visits the rabbit.'], dtype=object)]","[array(['If something visits the rabbit then the rabbit likes the cat.',
        'If something likes the cat then the cat likes the rabbit.',
        'If something likes the rabbit then it is not round.'],
       dtype=object)
 array(['If something visits the rabbit then the rabbit likes the cat.',
        'If something likes the cat then the cat likes the rabbit.',
        'If something likes the rabbit then it is not round.'],
       dtype=object)                                                    ]",The rabbit does not visit the cat. The cat visits the rabbit.  If the rabbit visits the cat and the cat does not visit the rabbit then the cat likes the rabbit. If something is round and it does not need the cat then the cat needs the rabbit. If something visits the rabbit then the rabbit likes the cat. If something needs the rabbit then it likes the cat. If something likes the cat then the cat likes the rabbit. If something likes the rabbit then it is not round. If something is kind and it needs the cat then it does not like the cat. ,The cat is not round.,3
True,3,5,"[array(['The lion needs the bald eagle.', 'The lion needs the bald eagle.'],
       dtype=object)                                                        ]","[array(['If someone needs the bald eagle then they see the lion.',
        'If someone needs the bald eagle and they see the lion then they see the cow.',
        'If someone sees the cow then the cow needs the bald eagle.'],
       dtype=object)                                                                   ]",The bald eagle sees the cat. The lion needs the bald eagle. The cat sees the bald eagle. The bald eagle is green. The cow sees the bald eagle. The bald eagle sees the lion. The bald eagle needs the lion.  If someone needs the cat then the cat is blue. If someone needs the bald eagle and they see the lion then they see the cow. If someone visits the lion and they are nice then the lion visits the cat. If someone needs the cat and the cat needs the bald eagle then they are blue. If someone needs the bald eagle then they see the lion. If someone is blue and they need the lion then they see the lion. If someone sees the cat and the cat is green then they visit the cat. If someone sees the cow then the cow needs the bald eagle. ,The cow needs the bald eagle.,3
False,3,7,"[array(['The tiger is rough.', 'The tiger is rough.',
        'The tiger is rough.'], dtype=object)        ]","[array(['If something is rough then it needs the cow.',
        'If something is rough then it needs the cow.',
        'If something is rough and it needs the cow then it eats the tiger.',
        'If something needs the cow and it eats the tiger then it is big.'],
       dtype=object)                                                         ]",The bald eagle eats the cat. The tiger needs the cat. The cow eats the cat. The cat needs the tiger. The tiger likes the cow. The tiger is rough. The cow needs the cat.  If the tiger eats the bald eagle and the tiger eats the cow then the cow likes the bald eagle. If something is rough and it needs the cow then it eats the tiger. If something likes the cat then it likes the bald eagle. If something needs the cow and it eats the tiger then it is big. If something is red and young then it eats the bald eagle. If something is rough then it needs the cow. ,The tiger is not big.,3
False,3,4,"[array(['The rabbit likes the bear.'], dtype=object)]","[array(['If the rabbit likes the bear then the bear sees the rabbit.',
        'If the bear sees the rabbit then the bear chases the rabbit.',
        'If something chases the rabbit then it likes the bear.'],
       dtype=object)                                                   ]",The rabbit likes the bear. The bear is nice.  If something chases the bear then it is red. If something chases the rabbit and the rabbit likes the bear then the rabbit is big. If the bear sees the rabbit then the bear chases the rabbit. If something sees the rabbit and it is big then the rabbit chases the bear. If the rabbit is nice and the rabbit is blue then the rabbit chases the bear. If the rabbit likes the bear then the bear sees the rabbit. If the bear chases the rabbit and the bear is blue then the rabbit sees the bear. If something chases the rabbit then it likes the bear. ,The bear does not like the bear.,3
False,3,6,"[array(['Harry is green.', 'Harry is green.'], dtype=object)]","[array(['Green things are kind.', 'All kind things are quiet.',
        'Green things are kind.', 'All quiet, kind things are white.'],
       dtype=object)                                                   ]","Bob is quiet. Charlie is smart. Harry is green. Bob is smart. Erin is blue. Charlie is white. Charlie is kind.  White, green things are smart. White things are quiet. All quiet, kind things are white. All white, smart things are furry. Smart, quiet things are white. Green things are kind. If Erin is kind and Erin is blue then Erin is white. All kind things are quiet. ",Harry is not white.,3
False,3,6,"[array(['Dave is rough.', 'Dave is rough.'], dtype=object)]","[array(['If something is rough then it is big.',
        'If something is big then it is cold.',
        'If something is rough then it is big.',
        'If something is cold and big then it is blue.'], dtype=object)]",Dave is red. Dave is rough. Erin is white.  If something is rough then it is big. All cold things are rough. If something is cold and big then it is blue. All rough things are young. If something is red and white then it is big. Big things are red. All cold things are white. If something is big then it is cold. ,Dave is not blue.,3
True,3,5,"[array(['Charlie is smart.', 'Charlie is round.'], dtype=object)]","[array(['All smart people are quiet.',
        'If someone is quiet then they are furry.',
        'Furry, round people are cold.'], dtype=object)]","Charlie is smart. Erin is kind. Charlie is round. Fiona is not furry. Anne is quiet. Erin is green. Erin is round.  If someone is kind and not smart then they are furry. All cold, smart people are round. If someone is furry and green then they are not kind. If Charlie is round and Charlie is cold then Charlie is green. Furry, round people are cold. If someone is quiet then they are furry. If Anne is green then Anne is cold. All kind people are cold. All smart people are quiet. ",Charlie is cold.,3
False,3,4,"[array(['Dave is furry.'], dtype=object)]","[array(['All furry things are nice.', 'If Dave is nice then Dave is cold.',
        'If something is cold then it is blue.'], dtype=object)            ]","Charlie is nice. Gary is nice. Bob is big. Gary is young. Charlie is not young. Gary is green. Dave is furry. Bob is cold. Charlie is not cold. Dave is big.  Blue, big things are not green. All cold, green things are not young. If something is cold then it is blue. All furry things are nice. If Gary is nice and Gary is furry then Gary is cold. All young things are nice. If something is cold and not furry then it is not big. If Dave is nice then Dave is cold. ",Dave is not blue.,3
True,3,5,"[array(['Gary is quiet.', 'Gary is quiet.'], dtype=object)
 array(['Gary is quiet.', 'Gary is quiet.', 'Gary is quiet.'], dtype=object)]","[array(['Quiet people are round.', 'All round people are green.',
        'All green, quiet people are cold.'], dtype=object)
 array(['Quiet people are round.', 'Quiet, round people are green.',
        'All green, quiet people are cold.'], dtype=object)         ]","Bob is quiet. Anne is cold. Bob is white. Harry is big. Harry is nice. Harry is green. Gary is quiet. Anne is nice. Harry is white. Harry is quiet.  Quiet, nice people are white. Quiet, round people are green. If someone is white and nice then they are big. All green, quiet people are cold. All quiet, cold people are nice. If someone is nice then they are round. Quiet people are round. All round people are green. ",Gary is cold.,3
True,3,4,"[array(['Dave is round.'], dtype=object)]","[array(['If something is round then it is furry.', 'Furry things are red.',
        'If Dave is red then Dave is big.'], dtype=object)                 ]","Dave is round. Bob is big. Bob is blue. Erin is quiet. Charlie is big. Erin is kind. Bob is kind. Bob is not quiet. Charlie is quiet. Charlie is round. Bob is furry. Charlie is red. Erin is furry. Erin is blue. Dave is kind.  All round things are kind. If something is round then it is furry. If Dave is red then Dave is big. Furry things are red. If Erin is kind then Erin is furry. Round, furry things are blue. ",Dave is big.,3
False,3,6,"[array(['Anne is rough.', 'Anne is rough.', 'Anne is young.'], dtype=object)]","[array(['Rough, young people are nice.', 'All rough, nice people are red.',
        'Red people are smart.'], dtype=object)                            ]","Anne is young. Charlie is smart. Bob is nice. Fiona is cold. Anne is rough. Bob is young. Charlie is cold. Charlie is quiet. Charlie is red. Fiona is quiet. Charlie is rough. Bob is red.  Cold, red people are smart. Rough, young people are nice. Cold people are young. Red people are smart. All red, quiet people are cold. All rough, nice people are red. If someone is smart and quiet then they are cold. All smart people are quiet. ",Anne is not smart.,3
False,3,5,"[array(['The lion chases the bald eagle.', 'The lion chases the cat.'],
       dtype=object)                                                   ]","[array(['If something chases the bald eagle then it is round.',
        'If something is round then it sees the bald eagle.',
        'If something sees the bald eagle and it chases the cat then the bald eagle sees the cat.'],
       dtype=object)                                                                                ]",The lion chases the bald eagle. The cat does not eat the bald eagle. The mouse chases the lion. The mouse eats the bald eagle. The bald eagle chases the cat. The bald eagle does not chase the mouse. The cat is rough. The lion eats the cat. The cat sees the bald eagle. The cat is young. The bald eagle is young. The lion eats the bald eagle. The lion chases the cat. The cat does not chase the bald eagle. The mouse is young. The mouse chases the bald eagle.  If something chases the cat and the cat chases the bald eagle then it eats the bald eagle. If something sees the bald eagle and it chases the cat then the bald eagle sees the cat. If something is kind then it is round. If something chases the bald eagle then it is round. If the mouse eats the cat and the mouse eats the bald eagle then the bald eagle eats the cat. If something is round then it sees the bald eagle. If the bald eagle is young and the bald eagle chases the lion then the bald eagle sees the lion. If something sees the cat then it chases the bald eagle. If something chases the cat then the cat sees the lion. ,The bald eagle does not see the cat.,3
True,3,5,"[array(['Harry is cold.', 'Harry is cold.'], dtype=object)]","[array(['If someone is cold then they are nice.',
        'All nice, cold people are red.',
        'If Harry is red then Harry is quiet.'], dtype=object)]","Harry is cold. Gary is quiet.  All nice, cold people are red. If someone is nice and rough then they are round. All rough, red people are cold. If someone is cold then they are nice. If Harry is red then Harry is quiet. All red, quiet people are nice. ",Harry is quiet.,3
False,3,5,"[array(['Erin is big.', 'Erin is blue.'], dtype=object)
 array(['Erin is big.', 'Erin is white.'], dtype=object)
 array(['Erin is big.', 'Erin is red.', 'Erin is blue.'], dtype=object)]","[array(['All blue people are smart.',
        'If someone is smart then they are quiet.',
        'If someone is big and quiet then they are young.'], dtype=object)
 array(['All white people are smart.',
        'If someone is smart then they are quiet.',
        'If someone is big and quiet then they are young.'], dtype=object)
 array(['All red, blue people are smart.',
        'If someone is smart then they are quiet.',
        'If someone is big and quiet then they are young.'], dtype=object)]","Erin is red. Erin is white. Erin is big. Fiona is blue. Fiona is quiet. Erin is blue. Fiona is big. Fiona is red. Fiona is white. Fiona is smart.  All young, blue people are white. If someone is smart then they are quiet. Young, quiet people are red. All white people are smart. All blue people are smart. All red, blue people are smart. If Erin is big and Erin is smart then Erin is white. If someone is big and quiet then they are young. ",Erin is not young.,3
True,3,4,"[array(['Bob is furry.'], dtype=object)]","[array(['If something is furry then it is blue.',
        'If something is blue then it is young.', 'Young things are big.'],
       dtype=object)                                                       ]",Fiona is kind. Harry is red. Erin is kind. Bob is furry.  If something is furry then it is blue. Young things are big. If something is blue then it is young. ,Bob is big.,3
False,3,4,"[array(['Gary is green.'], dtype=object)]","[array(['If someone is green then they are blue.',
        'If someone is blue then they are red.',
        'Red people are not cold.'], dtype=object)]","Fiona is not kind. Charlie is white. Bob is blue. Gary is green.  If someone is green then they are blue. All young people are blue. If someone is blue then they are red. Red people are not cold. If someone is young then they are red. Red, young people are not blue. ",Gary is cold.,3
False,3,4,"[array(['The lion is rough.'], dtype=object)]","[array(['All rough people are nice.', 'All nice people are cold.',
        'If someone is cold then they like the bald eagle.'], dtype=object)]",The lion is rough. The cat is red. The bald eagle chases the cat. The cat likes the lion. The dog chases the cat. The dog sees the bald eagle. The dog sees the lion. The lion sees the cat. The lion is green. The bald eagle likes the dog. The dog is red. The cat is green.  If the bald eagle is red then the bald eagle is nice. If someone chases the dog and the dog likes the cat then they see the bald eagle. If someone sees the lion then they are green. If someone sees the cat and they like the bald eagle then the cat is rough. If someone sees the bald eagle then the bald eagle likes the dog. All nice people are cold. If someone is cold then they like the bald eagle. If someone is rough then they like the dog. All rough people are nice. ,The lion does not like the bald eagle.,3
False,3,4,"[array(['The tiger is kind.'], dtype=object)
 array(['The tiger is kind.', 'The tiger is kind.'], dtype=object)]","[array(['If something is kind then it chases the tiger.',
        'If something chases the tiger then it visits the dog.',
        'If something visits the dog then the dog likes the lion.'],
       dtype=object)
 array(['If something is kind then it chases the tiger.',
        'If something chases the tiger then it visits the dog.',
        'If something is kind and it visits the dog then the dog is kind.',
        'If something is kind then it chases the tiger.',
        'If something chases the tiger then it visits the dog.',
        'If something visits the dog then the dog likes the lion.'],
       dtype=object)                                                       ]",The dog chases the squirrel. The lion likes the tiger. The squirrel likes the lion. The lion chases the squirrel. The tiger is kind. The tiger likes the lion. The lion visits the tiger. The squirrel chases the lion. The tiger likes the dog. The lion is big. The tiger is red. The lion is red. The lion visits the squirrel. The squirrel is nice. The tiger chases the dog. The dog likes the tiger.  If something is kind then it chases the tiger. If something is kind and it visits the dog then the dog is kind. If something is red and it chases the tiger then it likes the squirrel. If something chases the tiger and it visits the squirrel then the squirrel visits the tiger. If something visits the lion then it likes the squirrel. If something chases the lion then the lion is blue. If something chases the tiger then it visits the dog. If something visits the dog then the dog likes the lion. ,The dog does not like the lion.,3
True,3,5,"[array(['The lion visits the squirrel.',
        'The squirrel chases the bald eagle.'], dtype=object)]","[array(['If someone chases the bald eagle then they like the bear.',
        'If someone likes the bear then they chase the bear.',
        'If the lion visits the squirrel and the squirrel chases the bear then the bear chases the bald eagle.'],
       dtype=object)                                                                                             ]",The bald eagle is big. The bald eagle likes the squirrel. The squirrel is cold. The bear visits the bald eagle. The squirrel visits the bald eagle. The lion likes the bear. The bear visits the squirrel. The squirrel chases the bald eagle. The lion visits the squirrel. The bear chases the lion. The bald eagle likes the bear. The lion is not green. The bald eagle is not green. The bear is green.  If someone visits the lion then they are cold. If someone chases the bald eagle then they like the bear. If the lion is big and the lion is green then the lion chases the bald eagle. If someone visits the lion then they like the bald eagle. If the lion visits the squirrel and the squirrel chases the bear then the bear chases the bald eagle. If someone is round and they visit the bald eagle then the bald eagle likes the squirrel. All big people are not green. If someone likes the bear then they chase the bear. If someone is cold then they are not young. ,The bear chases the bald eagle.,3
False,3,5,"[array(['The cat chases the mouse.', 'The lion visits the cat.'],
       dtype=object)                                             ]","[array(['If the cat chases the mouse then the mouse chases the lion.',
        'If someone chases the lion and the lion visits the cat then the cat is kind.',
        'If someone is kind then they chase the cat.'], dtype=object)                  ]",The lion visits the cat. The cat is cold. The mouse likes the cat. The mouse likes the lion. The mouse visits the cat. The cat likes the mouse. The cow is big. The lion is cold. The cat chases the mouse. The cow chases the mouse. The lion is young. The lion is blue. The mouse is cold. The lion visits the mouse.  If someone is kind then they chase the lion. If someone is kind then they chase the cat. If someone visits the cow then they visit the cat. If the cat chases the mouse then the mouse chases the lion. If someone chases the lion and the lion visits the cat then the cat is kind. If someone chases the lion then they visit the cow. If someone visits the cat and the cat chases the cow then they are kind. If someone is big and they chase the lion then the lion likes the cat. ,The cat does not chase the cat.,3
True,3,6,"[array(['Fiona is kind.', 'Fiona is kind.'], dtype=object)]","[array(['Kind people are big.', 'Kind people are big.',
        'Big people are young.', 'Big, young people are nice.'],
       dtype=object)                                            ]","Erin is cold. Dave is nice. Anne is young. Erin is not nice. Dave is smart. Fiona is kind. Anne is white. Erin is not kind. Anne is nice. Dave is cold. Erin is young. Erin is smart.  Big, young people are nice. Kind people are big. If Anne is nice then Anne is cold. Big people are young. Smart people are white. If someone is nice and big then they are cold. If Fiona is cold and Fiona is big then Fiona is nice. Kind, cold people are smart. If someone is young and white then they are cold. ",Fiona is nice.,3
True,3,4,"[array(['The rabbit is round.'], dtype=object)]","[array(['If someone is round then they visit the mouse.',
        'If someone visits the mouse then they like the rabbit.',
        'If someone likes the rabbit then they see the rabbit.'],
       dtype=object)                                             ]",The mouse visits the rabbit. The mouse is cold. The rabbit is round. The mouse is not round. The rabbit does not like the mouse. The mouse is green. The rabbit sees the mouse. The rabbit is red. The mouse likes the rabbit. The rabbit is young.  If someone visits the mouse then they are green. If someone likes the rabbit and the rabbit visits the mouse then they see the mouse. If someone visits the mouse then they like the rabbit. If someone sees the rabbit and the rabbit visits the mouse then the mouse visits the rabbit. If someone sees the rabbit and the rabbit does not see the mouse then the mouse does not see the rabbit. If someone likes the rabbit then they see the rabbit. If someone is round then they visit the mouse. If someone is round then they visit the rabbit. ,The rabbit sees the rabbit.,3
True,3,5,"[array(['Charlie is smart.', 'Charlie is smart.'], dtype=object)]","[array(['If something is smart then it is kind.',
        'If Charlie is kind then Charlie is furry.',
        'Smart, furry things are not green.'], dtype=object)]","Harry is red. Charlie is smart.  If Charlie is smart and Charlie is not green then Charlie is round. If something is red and furry then it is green. If Charlie is furry and Charlie is not smart then Charlie is not kind. If something is smart then it is kind. Smart, furry things are not green. If Charlie is kind then Charlie is furry. ",Charlie is not green.,3
True,3,4,"[array(['Dave is blue.'], dtype=object)]","[array(['All blue things are white.', 'All white things are furry.',
        'All furry things are young.'], dtype=object)               ]","Dave is blue. Erin is white. Gary is not round.  If something is round then it is smart. All blue things are white. If something is round and not blue then it is not young. If something is white and not round then it is not smart. All furry things are young. All smart, big things are furry. All white things are furry. If something is round and not blue then it is white. ",Dave is young.,3
