question,answer,ground_truth,query
 Negative numbers are not metallic. Negative numbers are fractions. Every fraction is fruity. Each fraction is an integer. Each integer is nervous. Each integer is a composite number. Each composite number is opaque. Composite numbers are natural numbers. Every natural number is not brown. Every natural number is a prime number. Every prime number is not bitter. Every prime number is an even number. Even numbers are small. Even numbers are Mersenne primes. Each Mersenne prime is not mean. Each Mersenne prime is a real number. Numbers are brown. Alex is a natural number. Is the following statement true or false? Alex is brown., Alex is a natural number. Every natural number is not brown. Alex is not brown. ,False,Alex is brown
 Even numbers are transparent. Even numbers are natural numbers. Every natural number is large. Natural numbers are integers. Each integer is nervous. Composite numbers are brown. Every integer is a number. Every number is bitter. Every number is a fraction. Every fraction is not brown. Fractions are Mersenne primes. Mersenne primes are mean. Every Mersenne prime is a negative number. Every negative number is cold. Negative numbers are real numbers. Real numbers are bright. Real numbers are prime numbers. Alex is a fraction. Is the following statement true or false? Alex is brown., Alex is a fraction. Every fraction is not brown. Alex is not brown. ,False,Alex is brown
 Each integer is kind. Natural numbers are not kind. Natural numbers are composite numbers. Polly is a natural number. Is the following statement true or false? Polly is not kind., Polly is a natural number. Natural numbers are not kind. Polly is not kind. ,True,Polly is not kind
 Felines are not opaque. Each carnivore is opaque. Every feline is a cow. Sally is a feline. Is the following statement true or false? Sally is not opaque., Sally is a feline. Felines are not opaque. Sally is not opaque. ,True,Sally is not opaque
 Sheep are wooden. Sheep are dogs. Each dog is sweet. Every dog is a vertebrate. Each vertebrate is orange. Each vertebrate is a mammal. Every mammal is angry. Mammals are carnivores. Every cat is not floral. Carnivores are large. Every carnivore is a feline. Each feline is not opaque. Felines are animals. Every animal is floral. Animals are snakes. Snakes are dull. Each snake is a cow. Fae is an animal. Is the following statement true or false? Fae is floral., Fae is an animal. Every animal is floral. Fae is floral. ,True,Fae is floral
 Mersenne primes are not bright. Each natural number is not kind. Every Mersenne prime is a number. Every number is transparent. Every number is a negative number. Every negative number is liquid. Negative numbers are even numbers. Even numbers are not red. Each even number is an integer. Integers are not nervous. Integers are real numbers. Real numbers are sweet. Every real number is a prime number. Every prime number is kind. Prime numbers are composite numbers. Composite numbers are small. Composite numbers are fractions. Rex is a prime number. Is the following statement true or false? Rex is kind., Rex is a prime number. Every prime number is kind. Rex is kind. ,True,Rex is kind
 Each animal is not brown. Every animal is a sheep. Each dog is brown. Sheep are dull. Each sheep is a cow. Alex is an animal. Is the following statement true or false? Alex is brown., Alex is an animal. Each animal is not brown. Alex is not brown. ,False,Alex is brown
 Dogs are shy. Dogs are cows. Cows are not kind. Each cow is a cat. Cats are fruity. Snakes are not fruity. Every cat is a mammal. Each mammal is hot. Mammals are vertebrates. Vertebrates are not small. Vertebrates are sheep. Sam is a cat. Is the following statement true or false? Sam is not fruity., Sam is a cat. Cats are fruity. Sam is fruity. ,False,Sam is not fruity
 Each fraction is orange. Every integer is not orange. Fractions are even numbers. Rex is a fraction. Is the following statement true or false? Rex is not orange., Rex is a fraction. Each fraction is orange. Rex is orange. ,False,Rex is not orange
 Butterflies are not sweet. Butterflies are spiders. Each spider is not temperate. Invertebrates are sweet. Spiders are crustaceans. Every crustacean is wooden. Crustaceans are lepidopterans. Stella is a butterfly. Is the following statement true or false? Stella is not sweet., Stella is a butterfly. Butterflies are not sweet. Stella is not sweet. ,True,Stella is not sweet
 Natural numbers are not dull. Every integer is dull. Every integer is a composite number. Sam is an integer. Is the following statement true or false? Sam is not dull., Sam is an integer. Every integer is dull. Sam is dull. ,False,Sam is not dull
 Each invertebrate is brown. Spiders are not brown. Each spider is an arthropod. Sally is a spider. Is the following statement true or false? Sally is not brown., Sally is a spider. Spiders are not brown. Sally is not brown. ,True,Sally is not brown
 Each cat is hot. Each cat is an animal. Each animal is not spicy. Each animal is a mammal. Each mammal is not opaque. Mammals are carnivores. Carnivores are bright. Each carnivore is a feline. Felines are metallic. Vertebrates are red. Each feline is a snake. Each snake is shy. Each snake is a sheep. Each sheep is not red. Sheep are cows. Each cow is not amenable. Every cow is a dog. Rex is a sheep. Is the following statement true or false? Rex is not red., Rex is a sheep. Each sheep is not red. Rex is not red. ,True,Rex is not red
 Every natural number is not feisty. Each number is feisty. Natural numbers are even numbers. Polly is a natural number. Is the following statement true or false? Polly is not feisty., Polly is a natural number. Every natural number is not feisty. Polly is not feisty. ,True,Polly is not feisty
 Butterflies are not hot. Each ant is hot. Every butterfly is a lepidopteran. Every lepidopteran is kind. Each lepidopteran is an arthropod. Arthropods are bitter. Each arthropod is a moth. Stella is a butterfly. Is the following statement true or false? Stella is not hot., Stella is a butterfly. Butterflies are not hot. Stella is not hot. ,True,Stella is not hot
 Each cow is temperate. Each cow is a mammal. Mammals are not red. Each mammal is a feline. Sheep are not temperate. Felines are spicy. Every feline is a carnivore. Stella is a cow. Is the following statement true or false? Stella is temperate., Stella is a cow. Each cow is temperate. Stella is temperate. ,True,Stella is temperate
 Even numbers are not luminous. Each even number is a natural number. Natural numbers are small. Each prime number is luminous. Every natural number is a number. Alex is an even number. Is the following statement true or false? Alex is luminous., Alex is an even number. Even numbers are not luminous. Alex is not luminous. ,False,Alex is luminous
 Each lepidopteran is wooden. Each lepidopteran is a spider. Spiders are dull. Every spider is an animal. Every animal is nervous. Animals are crustaceans. Crustaceans are large. Invertebrates are not large. Crustaceans are moths. Sam is a crustacean. Is the following statement true or false? Sam is large., Sam is a crustacean. Crustaceans are large. Sam is large. ,True,Sam is large
 Every real number is cold. Real numbers are fractions. Numbers are dull. Each fraction is not metallic. Every fraction is a composite number. Every composite number is opaque. Every composite number is a natural number. Every natural number is blue. Natural numbers are even numbers. Even numbers are not dull. Each even number is a Mersenne prime. Mersenne primes are amenable. Mersenne primes are negative numbers. Every negative number is small. Every negative number is an integer. Alex is an even number. Is the following statement true or false? Alex is not dull., Alex is an even number. Even numbers are not dull. Alex is not dull. ,True,Alex is not dull
 Even numbers are large. Even numbers are numbers. Numbers are earthy. Numbers are integers. Every integer is not kind. Each integer is a composite number. Composite numbers are not transparent. Every negative number is transparent. Every composite number is a prime number. Sally is a composite number. Is the following statement true or false? Sally is transparent., Sally is a composite number. Composite numbers are not transparent. Sally is not transparent. ,False,Sally is transparent
 Every natural number is not happy. Each fraction is not sweet. Every fraction is an integer. Every integer is dull. Every integer is a composite number. Composite numbers are happy. Composite numbers are even numbers. Sally is a composite number. Is the following statement true or false? Sally is not happy., Sally is a composite number. Composite numbers are happy. Sally is happy. ,False,Sally is not happy
 Composite numbers are hot. Composite numbers are even numbers. Even numbers are not transparent. Even numbers are numbers. Numbers are large. Every number is a natural number. Natural numbers are not wooden. Every natural number is a real number. Real numbers are aggressive. Real numbers are integers. Every integer is orange. Integers are fractions. Every negative number is wooden. Fractions are sweet. Each fraction is a Mersenne prime. Polly is a natural number. Is the following statement true or false? Polly is wooden., Polly is a natural number. Natural numbers are not wooden. Polly is not wooden. ,False,Polly is wooden
 Cows are red. Each mammal is not red. Each mammal is an animal. Fae is a mammal. Is the following statement true or false? Fae is red., Fae is a mammal. Each mammal is not red. Fae is not red. ,False,Fae is red
 Ants are mean. Ants are invertebrates. Invertebrates are dull. Invertebrates are insects. Every insect is not opaque. Every insect is a lepidopteran. Every crustacean is liquid. Lepidopterans are floral. Lepidopterans are butterflies. Butterflies are sweet. Butterflies are spiders. Spiders are not liquid. Spiders are animals. Animals are not small. Animals are moths. Each moth is not red. Moths are arthropods. Wren is a spider. Is the following statement true or false? Wren is liquid., Wren is a spider. Spiders are not liquid. Wren is not liquid. ,False,Wren is liquid
 Each vertebrate is not large. Each animal is large. Every animal is a mammal. Each mammal is happy. Each mammal is a cat. Stella is an animal. Is the following statement true or false? Stella is large., Stella is an animal. Each animal is large. Stella is large. ,True,Stella is large
 Each prime number is not shy. Numbers are not spicy. Numbers are real numbers. Real numbers are metallic. Real numbers are natural numbers. Natural numbers are shy. Every natural number is a negative number. Each negative number is red. Every negative number is a Mersenne prime. Mersenne primes are bright. Each Mersenne prime is a fraction. Each fraction is not opaque. Each fraction is a composite number. Composite numbers are temperate. Every composite number is an even number. Each even number is not floral. Every even number is an integer. Max is a natural number. Is the following statement true or false? Max is shy., Max is a natural number. Natural numbers are shy. Max is shy. ,True,Max is shy
 Ants are not amenable. Animals are not happy. Ants are moths. Every moth is happy. Moths are crustaceans. Crustaceans are liquid. Every crustacean is an insect. Polly is a moth. Is the following statement true or false? Polly is not happy., Polly is a moth. Every moth is happy. Polly is happy. ,False,Polly is not happy
 Arthropods are not floral. Moths are floral. Arthropods are insects. Insects are not dull. Insects are spiders. Every spider is small. Every spider is a butterfly. Each butterfly is wooden. Every butterfly is an ant. Wren is an arthropod. Is the following statement true or false? Wren is floral., Wren is an arthropod. Arthropods are not floral. Wren is not floral. ,False,Wren is floral
 Every crustacean is small. Arthropods are metallic. Every arthropod is an ant. Each ant is not dull. Ants are invertebrates. Invertebrates are not red. Invertebrates are butterflies. Butterflies are angry. Each butterfly is a moth. Moths are not small. Each moth is a spider. Each spider is earthy. Each spider is an animal. Max is a moth. Is the following statement true or false? Max is not small., Max is a moth. Moths are not small. Max is not small. ,True,Max is not small
 Each fraction is liquid. Fractions are natural numbers. Natural numbers are sour. Real numbers are not brown. Every natural number is a composite number. Every composite number is amenable. Composite numbers are integers. Each integer is cold. Every integer is a Mersenne prime. Each Mersenne prime is small. Mersenne primes are numbers. Numbers are not fruity. Every number is a prime number. Prime numbers are not transparent. Prime numbers are even numbers. Even numbers are brown. Every even number is a negative number. Stella is an even number. Is the following statement true or false? Stella is brown., Stella is an even number. Even numbers are brown. Stella is brown. ,True,Stella is brown
 Real numbers are not large. Each negative number is not opaque. Negative numbers are numbers. Every number is not sweet. Numbers are composite numbers. Each composite number is large. Every composite number is a Mersenne prime. Mersenne primes are not earthy. Each Mersenne prime is an integer. Wren is a composite number. Is the following statement true or false? Wren is large., Wren is a composite number. Each composite number is large. Wren is large. ,True,Wren is large
 Integers are opaque. Integers are numbers. Every number is not bright. Every number is a real number. Real numbers are kind. Real numbers are fractions. Fractions are not happy. Fractions are composite numbers. Each composite number is not small. Composite numbers are prime numbers. Prime numbers are hot. Prime numbers are negative numbers. Every even number is happy. Negative numbers are not red. Negative numbers are Mersenne primes. Mersenne primes are earthy. Mersenne primes are natural numbers. Sam is a fraction. Is the following statement true or false? Sam is not happy., Sam is a fraction. Fractions are not happy. Sam is not happy. ,True,Sam is not happy
 Each vertebrate is not transparent. Dogs are transparent. Each dog is a cow. Sam is a dog. Is the following statement true or false? Sam is transparent., Sam is a dog. Dogs are transparent. Sam is transparent. ,True,Sam is transparent
 Each even number is orange. Even numbers are prime numbers. Prime numbers are bright. Each prime number is a fraction. Each Mersenne prime is not bright. Fae is a prime number. Is the following statement true or false? Fae is not bright., Fae is a prime number. Prime numbers are bright. Fae is bright. ,False,Fae is not bright
 Even numbers are opaque. Each even number is a natural number. Each natural number is angry. Composite numbers are not floral. Each natural number is a fraction. Each fraction is floral. Every fraction is a prime number. Every prime number is not brown. Prime numbers are numbers. Numbers are bright. Numbers are negative numbers. Every negative number is wooden. Negative numbers are integers. Integers are small. Integers are real numbers. Real numbers are bitter. Real numbers are Mersenne primes. Fae is a fraction. Is the following statement true or false? Fae is not floral., Fae is a fraction. Each fraction is floral. Fae is floral. ,False,Fae is not floral
 Spiders are not small. Each spider is an arthropod. Each arthropod is floral. Every arthropod is a moth. Every moth is dull. Moths are invertebrates. Invertebrates are not blue. Each invertebrate is a butterfly. Each butterfly is cold. Every butterfly is a lepidopteran. Crustaceans are blue. Lepidopterans are transparent. Lepidopterans are insects. Insects are not feisty. Insects are animals. Polly is an invertebrate. Is the following statement true or false? Polly is not blue., Polly is an invertebrate. Invertebrates are not blue. Polly is not blue. ,True,Polly is not blue
 Each vertebrate is not sweet. Every vertebrate is a cow. Cows are floral. Cows are cats. Each cat is small. Cats are carnivores. Each carnivore is not red. Each carnivore is an animal. Animals are cold. Every animal is a mammal. Every mammal is metallic. Each mammal is a dog. Dogs are not aggressive. Every sheep is not small. Every dog is a snake. Every snake is not opaque. Snakes are felines. Wren is a cat. Is the following statement true or false? Wren is small., Wren is a cat. Each cat is small. Wren is small. ,True,Wren is small
 Each insect is opaque. Each invertebrate is not opaque. Every insect is a lepidopteran. Every lepidopteran is not sour. Every lepidopteran is a butterfly. Polly is an insect. Is the following statement true or false? Polly is not opaque., Polly is an insect. Each insect is opaque. Polly is opaque. ,False,Polly is not opaque
 Moths are not metallic. Moths are insects. Arthropods are metallic. Each insect is not small. Each insect is an animal. Sam is a moth. Is the following statement true or false? Sam is not metallic., Sam is a moth. Moths are not metallic. Sam is not metallic. ,True,Sam is not metallic
 Animals are not orange. Butterflies are orange. Every butterfly is an invertebrate. Polly is a butterfly. Is the following statement true or false? Polly is orange., Polly is a butterfly. Butterflies are orange. Polly is orange. ,True,Polly is orange
 Vertebrates are dull. Vertebrates are cats. Carnivores are not dull. Wren is a vertebrate. Is the following statement true or false? Wren is dull., Wren is a vertebrate. Vertebrates are dull. Wren is dull. ,True,Wren is dull
 Insects are small. Insects are butterflies. Butterflies are hot. Each animal is not small. Every butterfly is a crustacean. Each crustacean is dull. Each crustacean is an ant. Sally is an insect. Is the following statement true or false? Sally is small., Sally is an insect. Insects are small. Sally is small. ,True,Sally is small
 Numbers are happy. Numbers are composite numbers. Composite numbers are not bright. Composite numbers are integers. Integers are cold. Integers are prime numbers. Prime numbers are kind. Prime numbers are negative numbers. Every negative number is not sweet. Each negative number is a fraction. Fractions are red. Every fraction is a natural number. Natural numbers are small. Natural numbers are Mersenne primes. Even numbers are sweet. Every Mersenne prime is fruity. Mersenne primes are real numbers. Wren is a negative number. Is the following statement true or false? Wren is sweet., Wren is a negative number. Every negative number is not sweet. Wren is not sweet. ,False,Wren is sweet
 Every sheep is cold. Each sheep is a cat. Cats are metallic. Cats are mammals. Every snake is not cold. Mammals are not small. Each mammal is an animal. Wren is a sheep. Is the following statement true or false? Wren is not cold., Wren is a sheep. Every sheep is cold. Wren is cold. ,False,Wren is not cold
 Integers are luminous. Each integer is a number. Numbers are not bitter. Numbers are fractions. Fractions are not amenable. Every fraction is an even number. Each even number is floral. Every even number is a composite number. Composite numbers are red. Every composite number is a real number. Real numbers are nervous. Real numbers are natural numbers. Every prime number is bitter. Every natural number is not hot. Each natural number is a Mersenne prime. Mersenne primes are transparent. Every Mersenne prime is a negative number. Max is a number. Is the following statement true or false? Max is not bitter., Max is a number. Numbers are not bitter. Max is not bitter. ,True,Max is not bitter
 Every arthropod is dull. Arthropods are butterflies. Every butterfly is not luminous. Every ant is luminous. Every butterfly is a crustacean. Sam is a butterfly. Is the following statement true or false? Sam is luminous., Sam is a butterfly. Every butterfly is not luminous. Sam is not luminous. ,False,Sam is luminous
 Spiders are feisty. Spiders are crustaceans. Each crustacean is not small. Each crustacean is a moth. Moths are mean. Each moth is an arthropod. Every arthropod is not opaque. Arthropods are lepidopterans. Every lepidopteran is earthy. Every insect is wooden. Lepidopterans are animals. Every animal is not cold. Each animal is an ant. Ants are bitter. Every ant is a butterfly. Each butterfly is not wooden. Every butterfly is an invertebrate. Fae is a butterfly. Is the following statement true or false? Fae is not wooden., Fae is a butterfly. Each butterfly is not wooden. Fae is not wooden. ,True,Fae is not wooden
 Each composite number is not red. Composite numbers are real numbers. Real numbers are happy. Every real number is a negative number. Negative numbers are not amenable. Negative numbers are numbers. Each integer is fruity. Numbers are dull. Numbers are prime numbers. Each prime number is cold. Prime numbers are Mersenne primes. Each Mersenne prime is not fruity. Mersenne primes are fractions. Sally is a Mersenne prime. Is the following statement true or false? Sally is fruity., Sally is a Mersenne prime. Each Mersenne prime is not fruity. Sally is not fruity. ,False,Sally is fruity
 Carnivores are angry. Carnivores are animals. Every animal is not bitter. Animals are dogs. Dogs are blue. Dogs are felines. Felines are earthy. Each feline is a cat. Each cow is not blue. Cats are small. Cats are sheep. Sam is a dog. Is the following statement true or false? Sam is blue., Sam is a dog. Dogs are blue. Sam is blue. ,True,Sam is blue
 Lepidopterans are cold. Lepidopterans are crustaceans. Butterflies are not cold. Stella is a lepidopteran. Is the following statement true or false? Stella is not cold., Stella is a lepidopteran. Lepidopterans are cold. Stella is cold. ,False,Stella is not cold
 Every Mersenne prime is mean. Each Mersenne prime is a fraction. Every fraction is opaque. Every fraction is a prime number. Prime numbers are temperate. Even numbers are happy. Every prime number is an integer. Integers are not happy. Integers are numbers. Alex is an integer. Is the following statement true or false? Alex is happy., Alex is an integer. Integers are not happy. Alex is not happy. ,False,Alex is happy
 Invertebrates are not opaque. Every ant is opaque. Each ant is an animal. Sally is an ant. Is the following statement true or false? Sally is not opaque., Sally is an ant. Every ant is opaque. Sally is opaque. ,False,Sally is not opaque
 Every carnivore is not sweet. Carnivores are sheep. Each sheep is opaque. Each sheep is a cat. Cats are luminous. Cats are felines. Every cow is not kind. Felines are kind. Felines are vertebrates. Each vertebrate is happy. Vertebrates are dogs. Alex is a feline. Is the following statement true or false? Alex is not kind., Alex is a feline. Felines are kind. Alex is kind. ,False,Alex is not kind
 Each invertebrate is sweet. Each invertebrate is an ant. Every ant is not nervous. Every ant is a butterfly. Spiders are nervous. Fae is an ant. Is the following statement true or false? Fae is not nervous., Fae is an ant. Every ant is not nervous. Fae is not nervous. ,True,Fae is not nervous
 Every spider is brown. Spiders are ants. Ants are aggressive. Each insect is not brown. Ants are arthropods. Sam is a spider. Is the following statement true or false? Sam is not brown., Sam is a spider. Every spider is brown. Sam is brown. ,False,Sam is not brown
 Prime numbers are not large. Prime numbers are natural numbers. Real numbers are large. Sam is a prime number. Is the following statement true or false? Sam is not large., Sam is a prime number. Prime numbers are not large. Sam is not large. ,True,Sam is not large
 Spiders are not opaque. Spiders are lepidopterans. Lepidopterans are not temperate. Lepidopterans are invertebrates. Invertebrates are earthy. Invertebrates are ants. Each ant is nervous. Ants are arthropods. Every arthropod is kind. Each arthropod is an animal. Every insect is opaque. Animals are not red. Animals are crustaceans. Every crustacean is dull. Each crustacean is a moth. Moths are metallic. Every moth is a butterfly. Sam is a spider. Is the following statement true or false? Sam is opaque., Sam is a spider. Spiders are not opaque. Sam is not opaque. ,False,Sam is opaque
 Moths are wooden. Each moth is a crustacean. Butterflies are not wooden. Sam is a moth. Is the following statement true or false? Sam is wooden., Sam is a moth. Moths are wooden. Sam is wooden. ,True,Sam is wooden
 Every animal is not amenable. Every sheep is amenable. Every sheep is a cow. Wren is a sheep. Is the following statement true or false? Wren is amenable., Wren is a sheep. Every sheep is amenable. Wren is amenable. ,True,Wren is amenable
 Each fraction is wooden. Every fraction is a composite number. Each composite number is happy. Composite numbers are negative numbers. Negative numbers are spicy. Negative numbers are natural numbers. Each natural number is not kind. Every natural number is a real number. Real numbers are not blue. Real numbers are even numbers. Even numbers are transparent. Each even number is a prime number. Prime numbers are small. Prime numbers are numbers. Integers are not spicy. Wren is a negative number. Is the following statement true or false? Wren is not spicy., Wren is a negative number. Negative numbers are spicy. Wren is spicy. ,False,Wren is not spicy
 Every vertebrate is temperate. Felines are not bright. Every feline is a mammal. Mammals are not temperate. Mammals are snakes. Snakes are not feisty. Snakes are cats. Each cat is red. Each cat is a sheep. Each sheep is amenable. Sheep are dogs. Each dog is fruity. Every dog is a cow. Cows are opaque. Every cow is a carnivore. Carnivores are small. Carnivores are animals. Alex is a mammal. Is the following statement true or false? Alex is temperate., Alex is a mammal. Mammals are not temperate. Alex is not temperate. ,False,Alex is temperate
 Composite numbers are fruity. Each number is not spicy. Composite numbers are fractions. Every fraction is angry. Every fraction is a Mersenne prime. Each Mersenne prime is happy. Mersenne primes are natural numbers. Natural numbers are opaque. Each natural number is a negative number. Negative numbers are orange. Each negative number is an integer. Every integer is not small. Integers are prime numbers. Prime numbers are cold. Every prime number is an even number. Every even number is spicy. Even numbers are real numbers. Alex is an even number. Is the following statement true or false? Alex is not spicy., Alex is an even number. Every even number is spicy. Alex is spicy. ,False,Alex is not spicy
 Every real number is not angry. Numbers are angry. Every real number is a Mersenne prime. Polly is a real number. Is the following statement true or false? Polly is angry., Polly is a real number. Every real number is not angry. Polly is not angry. ,False,Polly is angry
 Arthropods are large. Invertebrates are not orange. Every arthropod is a moth. Each moth is orange. Moths are butterflies. Butterflies are not bright. Each butterfly is a spider. Spiders are wooden. Spiders are crustaceans. Wren is a moth. Is the following statement true or false? Wren is orange., Wren is a moth. Each moth is orange. Wren is orange. ,True,Wren is orange
 Every real number is large. Each real number is a natural number. Every natural number is wooden. Every natural number is a negative number. Negative numbers are temperate. Every integer is not bitter. Each negative number is a number. Every number is dull. Every number is a composite number. Composite numbers are not kind. Composite numbers are Mersenne primes. Mersenne primes are blue. Each Mersenne prime is a fraction. Every fraction is bitter. Fractions are prime numbers. Each prime number is opaque. Every prime number is an even number. Sam is a fraction. Is the following statement true or false? Sam is bitter., Sam is a fraction. Every fraction is bitter. Sam is bitter. ,True,Sam is bitter
 Cats are not nervous. Cats are animals. Every animal is large. Animals are sheep. Each sheep is opaque. Each cow is not large. Every sheep is a feline. Each feline is orange. Felines are vertebrates. Vertebrates are wooden. Vertebrates are carnivores. Every carnivore is fruity. Carnivores are snakes. Each snake is not cold. Snakes are mammals. Every mammal is not dull. Each mammal is a dog. Sally is an animal. Is the following statement true or false? Sally is not large., Sally is an animal. Every animal is large. Sally is large. ,False,Sally is not large
 Each animal is dull. Arthropods are not dull. Arthropods are insects. Every insect is not kind. Insects are spiders. Sally is an arthropod. Is the following statement true or false? Sally is dull., Sally is an arthropod. Arthropods are not dull. Sally is not dull. ,False,Sally is dull
 Sheep are temperate. Vertebrates are not earthy. Every sheep is a cow. Cows are earthy. Cows are animals. Every animal is small. Each animal is a cat. Max is a cow. Is the following statement true or false? Max is earthy., Max is a cow. Cows are earthy. Max is earthy. ,True,Max is earthy
 Ants are hot. Each ant is an invertebrate. Invertebrates are spicy. Each invertebrate is an animal. Every animal is not feisty. Every animal is a moth. Moths are not floral. Arthropods are feisty. Every moth is an insect. Insects are red. Insects are lepidopterans. Stella is an animal. Is the following statement true or false? Stella is feisty., Stella is an animal. Every animal is not feisty. Stella is not feisty. ,False,Stella is feisty
 Integers are not small. Each integer is an even number. Even numbers are dull. Even numbers are composite numbers. Composite numbers are hot. Composite numbers are real numbers. Every real number is wooden. Real numbers are Mersenne primes. Every negative number is not dull. Every Mersenne prime is earthy. Every Mersenne prime is a fraction. Fractions are opaque. Fractions are numbers. Sam is an even number. Is the following statement true or false? Sam is dull., Sam is an even number. Even numbers are dull. Sam is dull. ,True,Sam is dull
 Each negative number is not sour. Every composite number is sour. Every negative number is a fraction. Fae is a negative number. Is the following statement true or false? Fae is not sour., Fae is a negative number. Each negative number is not sour. Fae is not sour. ,True,Fae is not sour
 Every Mersenne prime is hot. Mersenne primes are numbers. Negative numbers are not hot. Max is a Mersenne prime. Is the following statement true or false? Max is not hot., Max is a Mersenne prime. Every Mersenne prime is hot. Max is hot. ,False,Max is not hot
 Cows are blue. Cows are felines. Felines are liquid. Felines are carnivores. Every sheep is fruity. Carnivores are cold. Carnivores are animals. Animals are not fruity. Each animal is a mammal. Each mammal is dull. Mammals are snakes. Snakes are not happy. Snakes are vertebrates. Every vertebrate is small. Each vertebrate is a dog. Rex is an animal. Is the following statement true or false? Rex is fruity., Rex is an animal. Animals are not fruity. Rex is not fruity. ,False,Rex is fruity
 Snakes are opaque. Cats are not opaque. Every snake is a feline. Sally is a snake. Is the following statement true or false? Sally is not opaque., Sally is a snake. Snakes are opaque. Sally is opaque. ,False,Sally is not opaque
 Each ant is metallic. Ants are crustaceans. Crustaceans are fruity. Crustaceans are invertebrates. Moths are not metallic. Alex is an ant. Is the following statement true or false? Alex is metallic., Alex is an ant. Each ant is metallic. Alex is metallic. ,True,Alex is metallic
 Each crustacean is kind. Ants are not kind. Every crustacean is an animal. Polly is a crustacean. Is the following statement true or false? Polly is kind., Polly is a crustacean. Each crustacean is kind. Polly is kind. ,True,Polly is kind
 Every snake is not kind. Snakes are felines. Felines are shy. Every feline is a cow. Every cow is not dull. Every mammal is dull. Each cow is an animal. Sally is a cow. Is the following statement true or false? Sally is not dull., Sally is a cow. Every cow is not dull. Sally is not dull. ,True,Sally is not dull
 Every insect is not red. Each invertebrate is red. Each insect is a butterfly. Sally is an insect. Is the following statement true or false? Sally is red., Sally is an insect. Every insect is not red. Sally is not red. ,False,Sally is red
 Each sheep is not amenable. Every sheep is a dog. Dogs are not wooden. Dogs are cows. Every cow is hot. Each cow is a snake. Snakes are not happy. Snakes are animals. Carnivores are brown. Every animal is not sweet. Animals are vertebrates. Each vertebrate is not brown. Vertebrates are cats. Cats are not large. Cats are mammals. Every mammal is bright. Mammals are felines. Sally is a vertebrate. Is the following statement true or false? Sally is not brown., Sally is a vertebrate. Each vertebrate is not brown. Sally is not brown. ,True,Sally is not brown
 Real numbers are not bitter. Every real number is an integer. Integers are liquid. Integers are natural numbers. Each natural number is not dull. Natural numbers are even numbers. Even numbers are not opaque. Even numbers are Mersenne primes. Each number is dull. Mersenne primes are not temperate. Each Mersenne prime is a composite number. Composite numbers are fruity. Each composite number is a negative number. Every negative number is shy. Negative numbers are prime numbers. Each prime number is small. Prime numbers are fractions. Fae is a natural number. Is the following statement true or false? Fae is not dull., Fae is a natural number. Each natural number is not dull. Fae is not dull. ,True,Fae is not dull
 Sheep are not feisty. Every vertebrate is feisty. Vertebrates are mammals. Mammals are angry. Mammals are dogs. Dogs are not earthy. Each dog is an animal. Wren is a vertebrate. Is the following statement true or false? Wren is feisty., Wren is a vertebrate. Every vertebrate is feisty. Wren is feisty. ,True,Wren is feisty
 Each dog is cold. Every cat is bright. Dogs are sheep. Each sheep is small. Every sheep is a carnivore. Carnivores are not bright. Carnivores are snakes. Snakes are not luminous. Each snake is a vertebrate. Polly is a carnivore. Is the following statement true or false? Polly is not bright., Polly is a carnivore. Carnivores are not bright. Polly is not bright. ,True,Polly is not bright
 Vertebrates are liquid. Vertebrates are cows. Every cow is large. Cows are animals. Animals are spicy. Every feline is temperate. Animals are mammals. Mammals are dull. Each mammal is a carnivore. Carnivores are not transparent. Every carnivore is a dog. Dogs are not temperate. Dogs are cats. Cats are feisty. Every cat is a sheep. Sheep are not earthy. Every sheep is a snake. Alex is a dog. Is the following statement true or false? Alex is temperate., Alex is a dog. Dogs are not temperate. Alex is not temperate. ,False,Alex is temperate
 Negative numbers are cold. Negative numbers are even numbers. Each even number is wooden. Even numbers are natural numbers. Each natural number is large. Every natural number is a real number. Real numbers are aggressive. Every real number is a Mersenne prime. Mersenne primes are earthy. Mersenne primes are numbers. Each number is spicy. Numbers are composite numbers. Every fraction is not large. Every composite number is red. Composite numbers are prime numbers. Prime numbers are not opaque. Prime numbers are integers. Max is a natural number. Is the following statement true or false? Max is large., Max is a natural number. Each natural number is large. Max is large. ,True,Max is large
 Fractions are bitter. Every fraction is a real number. Integers are not bitter. Sally is a fraction. Is the following statement true or false? Sally is not bitter., Sally is a fraction. Fractions are bitter. Sally is bitter. ,False,Sally is not bitter
 Lepidopterans are happy. Each lepidopteran is an arthropod. Spiders are not happy. Every arthropod is luminous. Every arthropod is an insect. Each insect is kind. Insects are invertebrates. Alex is a lepidopteran. Is the following statement true or false? Alex is happy., Alex is a lepidopteran. Lepidopterans are happy. Alex is happy. ,True,Alex is happy
 Every animal is not fruity. Each animal is a butterfly. Every butterfly is small. Butterflies are ants. Every invertebrate is orange. Each ant is not dull. Every ant is a spider. Each spider is aggressive. Spiders are insects. Every insect is not shy. Insects are crustaceans. Crustaceans are not orange. Crustaceans are moths. Polly is a crustacean. Is the following statement true or false? Polly is orange., Polly is a crustacean. Crustaceans are not orange. Polly is not orange. ,False,Polly is orange
