question,answer,ground_truth,query
 Felines are mean. Felines are vertebrates. Carnivores are not wooden. Vertebrates are not large. Each vertebrate is an animal. Every animal is not nervous. Animals are sheep. Each sheep is not bitter. Each sheep is a mammal. Each mammal is wooden. Mammals are dogs. Wren is a feline. Is the following statement true or false? Wren is not wooden., Wren is a feline. Felines are vertebrates. Wren is a vertebrate. Each vertebrate is an animal. Wren is an animal. Animals are sheep. Wren is a sheep. Each sheep is a mammal. Wren is a mammal. Each mammal is wooden. Wren is wooden. ,False,Wren is not wooden
 Moths are cold. Animals are not brown. Every moth is an invertebrate. Each invertebrate is not bright. Each invertebrate is an ant. Ants are aggressive. Ants are spiders. Spiders are not wooden. Spiders are arthropods. Every arthropod is feisty. Every arthropod is a butterfly. Butterflies are brown. Every butterfly is an insect. Each insect is small. Each insect is a lepidopteran. Each lepidopteran is not sweet. Lepidopterans are crustaceans. Max is an invertebrate. Is the following statement true or false? Max is not brown., Max is an invertebrate. Each invertebrate is an ant. Max is an ant. Ants are spiders. Max is a spider. Spiders are arthropods. Max is an arthropod. Every arthropod is a butterfly. Max is a butterfly. Butterflies are brown. Max is brown. ,False,Max is not brown
 Each cow is bitter. Every cow is a carnivore. Carnivores are blue. Each carnivore is a sheep. Each sheep is fruity. Sheep are dogs. Snakes are not bright. Dogs are not cold. Every dog is a feline. Each feline is not transparent. Felines are animals. Animals are small. Animals are mammals. Every mammal is bright. Mammals are cats. Every cat is feisty. Every cat is a vertebrate. Wren is a sheep. Is the following statement true or false? Wren is bright., Wren is a sheep. Sheep are dogs. Wren is a dog. Every dog is a feline. Wren is a feline. Felines are animals. Wren is an animal. Animals are mammals. Wren is a mammal. Every mammal is bright. Wren is bright. ,True,Wren is bright
 Every sheep is not mean. Every sheep is a cat. Cats are temperate. Mammals are not bright. Cats are snakes. Every snake is not large. Every snake is a cow. Every cow is red. Every cow is a dog. Dogs are bright. Dogs are vertebrates. Each vertebrate is opaque. Vertebrates are carnivores. Carnivores are earthy. Carnivores are animals. Each animal is wooden. Animals are felines. Fae is a sheep. Is the following statement true or false? Fae is bright., Fae is a sheep. Every sheep is a cat. Fae is a cat. Cats are snakes. Fae is a snake. Every snake is a cow. Fae is a cow. Every cow is a dog. Fae is a dog. Dogs are bright. Fae is bright. ,True,Fae is bright
 Every negative number is opaque. Negative numbers are Mersenne primes. Mersenne primes are not large. Mersenne primes are natural numbers. Natural numbers are aggressive. Each natural number is an integer. Every integer is fruity. Each integer is an even number. Even numbers are nervous. Each even number is a real number. Prime numbers are not metallic. Real numbers are metallic. Real numbers are fractions. Every fraction is brown. Fractions are numbers. Every number is bitter. Numbers are composite numbers. Stella is a Mersenne prime. Is the following statement true or false? Stella is metallic., Stella is a Mersenne prime. Mersenne primes are natural numbers. Stella is a natural number. Each natural number is an integer. Stella is an integer. Each integer is an even number. Stella is an even number. Each even number is a real number. Stella is a real number. Real numbers are metallic. Stella is metallic. ,True,Stella is metallic
 Every snake is blue. Snakes are dogs. Each dog is liquid. Dogs are felines. Each feline is temperate. Felines are cows. Each cow is not fruity. Cows are vertebrates. Each mammal is dull. Each vertebrate is not opaque. Vertebrates are sheep. Sheep are not dull. Every sheep is a carnivore. Carnivores are not spicy. Every carnivore is an animal. Every animal is not nervous. Each animal is a cat. Sally is a dog. Is the following statement true or false? Sally is not dull., Sally is a dog. Dogs are felines. Sally is a feline. Felines are cows. Sally is a cow. Cows are vertebrates. Sally is a vertebrate. Vertebrates are sheep. Sally is a sheep. Sheep are not dull. Sally is not dull. ,True,Sally is not dull
 Real numbers are blue. Real numbers are even numbers. Every fraction is amenable. Even numbers are hot. Each even number is a negative number. Each negative number is dull. Every negative number is a prime number. Each prime number is fruity. Each prime number is a number. Numbers are happy. Every number is a natural number. Natural numbers are not liquid. Natural numbers are integers. Every integer is not bitter. Every integer is a Mersenne prime. Mersenne primes are not amenable. Each Mersenne prime is a composite number. Max is a prime number. Is the following statement true or false? Max is not amenable., Max is a prime number. Each prime number is a number. Max is a number. Every number is a natural number. Max is a natural number. Natural numbers are integers. Max is an integer. Every integer is a Mersenne prime. Max is a Mersenne prime. Mersenne primes are not amenable. Max is not amenable. ,True,Max is not amenable
 Animals are not earthy. Snakes are liquid. Snakes are cows. Every cow is not happy. Every cow is a sheep. Sheep are not small. Each sheep is a dog. Every dog is opaque. Every dog is a cat. Each cat is not spicy. Cats are carnivores. Each carnivore is cold. Carnivores are vertebrates. Vertebrates are not blue. Every vertebrate is a mammal. Mammals are earthy. Mammals are felines. Max is a dog. Is the following statement true or false? Max is earthy., Max is a dog. Every dog is a cat. Max is a cat. Cats are carnivores. Max is a carnivore. Carnivores are vertebrates. Max is a vertebrate. Every vertebrate is a mammal. Max is a mammal. Mammals are earthy. Max is earthy. ,True,Max is earthy
 Carnivores are amenable. Carnivores are snakes. Every snake is transparent. Every snake is a cow. Cows are floral. Cows are vertebrates. Every vertebrate is brown. Every vertebrate is a cat. Cats are not large. Cats are sheep. Each sheep is dull. Every sheep is a mammal. Each mammal is sour. Dogs are large. Each mammal is a feline. Felines are not temperate. Felines are animals. Rex is a carnivore. Is the following statement true or false? Rex is large., Rex is a carnivore. Carnivores are snakes. Rex is a snake. Every snake is a cow. Rex is a cow. Cows are vertebrates. Rex is a vertebrate. Every vertebrate is a cat. Rex is a cat. Cats are not large. Rex is not large. ,False,Rex is large
 Every cow is spicy. Cows are snakes. Each snake is fruity. Every snake is a sheep. Sheep are transparent. Each sheep is an animal. Animals are luminous. Every animal is a feline. Each feline is small. Felines are dogs. Every dog is dull. Dogs are mammals. Each mammal is not brown. Carnivores are not dull. Mammals are cats. Each cat is not cold. Cats are vertebrates. Sally is a snake. Is the following statement true or false? Sally is not dull., Sally is a snake. Every snake is a sheep. Sally is a sheep. Each sheep is an animal. Sally is an animal. Every animal is a feline. Sally is a feline. Felines are dogs. Sally is a dog. Every dog is dull. Sally is dull. ,False,Sally is not dull
 Composite numbers are not floral. Each number is transparent. Composite numbers are integers. Integers are blue. Integers are natural numbers. Every natural number is nervous. Each natural number is a prime number. Prime numbers are sweet. Each prime number is a real number. Every real number is small. Real numbers are Mersenne primes. Each Mersenne prime is not transparent. Mersenne primes are even numbers. Each even number is dull. Even numbers are negative numbers. Negative numbers are not metallic. Negative numbers are fractions. Wren is an integer. Is the following statement true or false? Wren is transparent., Wren is an integer. Integers are natural numbers. Wren is a natural number. Each natural number is a prime number. Wren is a prime number. Each prime number is a real number. Wren is a real number. Real numbers are Mersenne primes. Wren is a Mersenne prime. Each Mersenne prime is not transparent. Wren is not transparent. ,False,Wren is transparent
 Felines are not bitter. Felines are sheep. Sheep are not metallic. Sheep are vertebrates. Vertebrates are not bright. Vertebrates are cows. Every cow is not blue. Mammals are floral. Each cow is a dog. Every dog is not floral. Every dog is a carnivore. Every carnivore is shy. Every carnivore is a snake. Snakes are cold. Snakes are animals. Every animal is transparent. Animals are cats. Stella is a feline. Is the following statement true or false? Stella is not floral., Stella is a feline. Felines are sheep. Stella is a sheep. Sheep are vertebrates. Stella is a vertebrate. Vertebrates are cows. Stella is a cow. Each cow is a dog. Stella is a dog. Every dog is not floral. Stella is not floral. ,True,Stella is not floral
 Lepidopterans are amenable. Lepidopterans are spiders. Every spider is not shy. Each spider is an invertebrate. Invertebrates are wooden. Invertebrates are moths. Moths are blue. Moths are butterflies. Animals are temperate. Every butterfly is bitter. Butterflies are ants. Ants are floral. Each ant is a crustacean. Crustaceans are not temperate. Crustaceans are insects. Each insect is dull. Every insect is an arthropod. Wren is an invertebrate. Is the following statement true or false? Wren is not temperate., Wren is an invertebrate. Invertebrates are moths. Wren is a moth. Moths are butterflies. Wren is a butterfly. Butterflies are ants. Wren is an ant. Each ant is a crustacean. Wren is a crustacean. Crustaceans are not temperate. Wren is not temperate. ,True,Wren is not temperate
 Every even number is transparent. Even numbers are real numbers. Real numbers are not amenable. Real numbers are fractions. Integers are not temperate. Fractions are red. Fractions are numbers. Numbers are sweet. Numbers are Mersenne primes. Mersenne primes are not nervous. Mersenne primes are prime numbers. Prime numbers are not wooden. Every prime number is a negative number. Each negative number is bright. Every negative number is a natural number. Natural numbers are temperate. Natural numbers are composite numbers. Sally is a number. Is the following statement true or false? Sally is not temperate., Sally is a number. Numbers are Mersenne primes. Sally is a Mersenne prime. Mersenne primes are prime numbers. Sally is a prime number. Every prime number is a negative number. Sally is a negative number. Every negative number is a natural number. Sally is a natural number. Natural numbers are temperate. Sally is temperate. ,False,Sally is not temperate
 Every integer is spicy. Each integer is a natural number. Natural numbers are hot. Every natural number is a real number. Real numbers are angry. Every real number is a negative number. Every negative number is feisty. Every negative number is a composite number. Each composite number is not floral. Composite numbers are prime numbers. Prime numbers are wooden. Each prime number is a number. Numbers are not dull. Numbers are fractions. Each even number is transparent. Fractions are not transparent. Fractions are Mersenne primes. Sally is a negative number. Is the following statement true or false? Sally is transparent., Sally is a negative number. Every negative number is a composite number. Sally is a composite number. Composite numbers are prime numbers. Sally is a prime number. Each prime number is a number. Sally is a number. Numbers are fractions. Sally is a fraction. Fractions are not transparent. Sally is not transparent. ,False,Sally is transparent
 Numbers are transparent. Prime numbers are bright. Every number is a Mersenne prime. Each Mersenne prime is not floral. Each Mersenne prime is a natural number. Natural numbers are wooden. Each natural number is an even number. Every even number is large. Every even number is a fraction. Fractions are shy. Each fraction is an integer. Every integer is kind. Every integer is a composite number. Each composite number is not red. Composite numbers are negative numbers. Negative numbers are not bright. Each negative number is a real number. Polly is an even number. Is the following statement true or false? Polly is not bright., Polly is an even number. Every even number is a fraction. Polly is a fraction. Each fraction is an integer. Polly is an integer. Every integer is a composite number. Polly is a composite number. Composite numbers are negative numbers. Polly is a negative number. Negative numbers are not bright. Polly is not bright. ,True,Polly is not bright
 Each feline is hot. Every feline is a cat. Cats are small. Cats are snakes. Each snake is wooden. Snakes are sheep. Sheep are kind. Every sheep is a dog. Each mammal is not nervous. Every dog is nervous. Dogs are carnivores. Carnivores are not bright. Carnivores are cows. Every cow is brown. Cows are animals. Each animal is spicy. Animals are vertebrates. Polly is a feline. Is the following statement true or false? Polly is not nervous., Polly is a feline. Every feline is a cat. Polly is a cat. Cats are snakes. Polly is a snake. Snakes are sheep. Polly is a sheep. Every sheep is a dog. Polly is a dog. Every dog is nervous. Polly is nervous. ,False,Polly is not nervous
 Butterflies are not large. Butterflies are animals. Animals are angry. Every animal is an ant. Ants are not cold. Ants are moths. Each moth is bright. Every moth is an invertebrate. Invertebrates are transparent. Invertebrates are lepidopterans. Lepidopterans are red. Lepidopterans are spiders. Spiders are floral. Every spider is an arthropod. Every arthropod is sour. Insects are not red. Every arthropod is a crustacean. Fae is an animal. Is the following statement true or false? Fae is red., Fae is an animal. Every animal is an ant. Fae is an ant. Ants are moths. Fae is a moth. Every moth is an invertebrate. Fae is an invertebrate. Invertebrates are lepidopterans. Fae is a lepidopteran. Lepidopterans are red. Fae is red. ,True,Fae is red
 Each natural number is large. Each natural number is a real number. Every real number is brown. Each real number is a prime number. Prime numbers are dull. Prime numbers are negative numbers. Every Mersenne prime is not fruity. Every negative number is spicy. Each negative number is a fraction. Each fraction is fruity. Each fraction is an even number. Every even number is not angry. Even numbers are integers. Each integer is shy. Each integer is a number. Numbers are luminous. Every number is a composite number. Sally is a natural number. Is the following statement true or false? Sally is fruity., Sally is a natural number. Each natural number is a real number. Sally is a real number. Each real number is a prime number. Sally is a prime number. Prime numbers are negative numbers. Sally is a negative number. Each negative number is a fraction. Sally is a fraction. Each fraction is fruity. Sally is fruity. ,True,Sally is fruity
 Each snake is feisty. Each snake is a vertebrate. Vertebrates are dull. Vertebrates are cats. Cats are aggressive. Each cat is a carnivore. Carnivores are not red. Each carnivore is a sheep. Sheep are small. Sheep are felines. Every feline is not earthy. Every feline is a dog. Every dog is transparent. Every dog is an animal. Animals are not cold. Mammals are not small. Animals are cows. Stella is a snake. Is the following statement true or false? Stella is not small., Stella is a snake. Each snake is a vertebrate. Stella is a vertebrate. Vertebrates are cats. Stella is a cat. Each cat is a carnivore. Stella is a carnivore. Each carnivore is a sheep. Stella is a sheep. Sheep are small. Stella is small. ,False,Stella is not small
 Every sheep is not large. Sheep are dogs. Dogs are not floral. Dogs are vertebrates. Each vertebrate is brown. Vertebrates are carnivores. Every carnivore is luminous. Carnivores are cows. Cows are not bright. Cows are felines. Felines are sour. Each feline is a cat. Every cat is not transparent. Animals are transparent. Cats are mammals. Wren is a vertebrate. Is the following statement true or false? Wren is not transparent., Wren is a vertebrate. Vertebrates are carnivores. Wren is a carnivore. Carnivores are cows. Wren is a cow. Cows are felines. Wren is a feline. Each feline is a cat. Wren is a cat. Every cat is not transparent. Wren is not transparent. ,True,Wren is not transparent
 Every arthropod is not blue. Arthropods are insects. Insects are amenable. Insects are moths. Every moth is not sour. Moths are animals. Animals are not liquid. Animals are ants. Every ant is opaque. Each ant is an invertebrate. Invertebrates are nervous. Every invertebrate is a spider. Crustaceans are not nervous. Every spider is floral. Each spider is a butterfly. Every butterfly is cold. Butterflies are lepidopterans. Wren is an insect. Is the following statement true or false? Wren is nervous., Wren is an insect. Insects are moths. Wren is a moth. Moths are animals. Wren is an animal. Animals are ants. Wren is an ant. Each ant is an invertebrate. Wren is an invertebrate. Invertebrates are nervous. Wren is nervous. ,True,Wren is nervous
 Mammals are not fruity. Mammals are carnivores. Every carnivore is amenable. Carnivores are vertebrates. Every vertebrate is bitter. Each vertebrate is a cat. Each cat is wooden. Felines are not red. Cats are snakes. Every snake is red. Each snake is an animal. Each animal is not bright. Each animal is a sheep. Max is a mammal. Is the following statement true or false? Max is red., Max is a mammal. Mammals are carnivores. Max is a carnivore. Carnivores are vertebrates. Max is a vertebrate. Each vertebrate is a cat. Max is a cat. Cats are snakes. Max is a snake. Every snake is red. Max is red. ,True,Max is red
 Every dog is floral. Dogs are snakes. Every snake is sour. Carnivores are red. Each snake is a sheep. Sheep are hot. Sheep are vertebrates. Vertebrates are liquid. Each vertebrate is a cat. Cats are not angry. Each cat is a mammal. Each mammal is opaque. Mammals are animals. Each animal is nervous. Animals are felines. Felines are not red. Every feline is a cow. Max is a vertebrate. Is the following statement true or false? Max is red., Max is a vertebrate. Each vertebrate is a cat. Max is a cat. Each cat is a mammal. Max is a mammal. Mammals are animals. Max is an animal. Animals are felines. Max is a feline. Felines are not red. Max is not red. ,False,Max is red
 Moths are fruity. Moths are animals. Every animal is shy. Each animal is an invertebrate. Every invertebrate is not sweet. Every invertebrate is a lepidopteran. Lepidopterans are liquid. Lepidopterans are insects. Insects are mean. Each insect is a butterfly. Each arthropod is bright. Each butterfly is not bright. Butterflies are ants. Ants are orange. Ants are crustaceans. Every crustacean is opaque. Crustaceans are spiders. Fae is an animal. Is the following statement true or false? Fae is not bright., Fae is an animal. Each animal is an invertebrate. Fae is an invertebrate. Every invertebrate is a lepidopteran. Fae is a lepidopteran. Lepidopterans are insects. Fae is an insect. Each insect is a butterfly. Fae is a butterfly. Each butterfly is not bright. Fae is not bright. ,True,Fae is not bright
 Lepidopterans are sour. Lepidopterans are moths. Each moth is bright. Every moth is an animal. Animals are small. Animals are butterflies. Butterflies are luminous. Every arthropod is not brown. Butterflies are ants. Each ant is brown. Each ant is an invertebrate. Every invertebrate is shy. Invertebrates are spiders. Each spider is not fruity. Spiders are insects. Insects are not temperate. Insects are crustaceans. Alex is a lepidopteran. Is the following statement true or false? Alex is brown., Alex is a lepidopteran. Lepidopterans are moths. Alex is a moth. Every moth is an animal. Alex is an animal. Animals are butterflies. Alex is a butterfly. Butterflies are ants. Alex is an ant. Each ant is brown. Alex is brown. ,True,Alex is brown
 Animals are large. Each animal is an invertebrate. Invertebrates are blue. Every invertebrate is a moth. Every moth is aggressive. Moths are arthropods. Arthropods are not fruity. Every arthropod is a butterfly. Butterflies are nervous. Each butterfly is an insect. Insects are not sweet. Each insect is an ant. Crustaceans are sweet. Wren is an invertebrate. Is the following statement true or false? Wren is not sweet., Wren is an invertebrate. Every invertebrate is a moth. Wren is a moth. Moths are arthropods. Wren is an arthropod. Every arthropod is a butterfly. Wren is a butterfly. Each butterfly is an insect. Wren is an insect. Insects are not sweet. Wren is not sweet. ,True,Wren is not sweet
 Fractions are opaque. Each fraction is an integer. Every integer is not amenable. Each integer is a number. Each number is large. Each number is a real number. Real numbers are red. Each real number is a natural number. Each natural number is not bright. Natural numbers are even numbers. Each even number is bitter. Each even number is a composite number. Composite numbers are not fruity. Negative numbers are bright. Every composite number is a prime number. Prime numbers are cold. Every prime number is a Mersenne prime. Fae is a fraction. Is the following statement true or false? Fae is not bright., Fae is a fraction. Each fraction is an integer. Fae is an integer. Each integer is a number. Fae is a number. Each number is a real number. Fae is a real number. Each real number is a natural number. Fae is a natural number. Each natural number is not bright. Fae is not bright. ,True,Fae is not bright
 Every spider is happy. Every spider is an animal. Every moth is cold. Every animal is not small. Every animal is an ant. Every ant is opaque. Every ant is an invertebrate. Every invertebrate is not spicy. Invertebrates are butterflies. Butterflies are not cold. Each butterfly is an arthropod. Alex is a spider. Is the following statement true or false? Alex is cold., Alex is a spider. Every spider is an animal. Alex is an animal. Every animal is an ant. Alex is an ant. Every ant is an invertebrate. Alex is an invertebrate. Invertebrates are butterflies. Alex is a butterfly. Butterflies are not cold. Alex is not cold. ,False,Alex is cold
 Felines are orange. Felines are sheep. Every sheep is not opaque. Each sheep is a vertebrate. Vertebrates are dull. Each vertebrate is a carnivore. Each carnivore is amenable. Every carnivore is a cat. Cows are small. Every cat is not small. Cats are mammals. Every mammal is shy. Mammals are snakes. Snakes are cold. Every snake is a dog. Dogs are metallic. Each dog is an animal. Rex is a feline. Is the following statement true or false? Rex is small., Rex is a feline. Felines are sheep. Rex is a sheep. Each sheep is a vertebrate. Rex is a vertebrate. Each vertebrate is a carnivore. Rex is a carnivore. Every carnivore is a cat. Rex is a cat. Every cat is not small. Rex is not small. ,False,Rex is small
 Every arthropod is bright. Every arthropod is an ant. Ants are not feisty. Ants are insects. Insects are small. Insects are moths. Every moth is not sour. Each lepidopteran is not blue. Each moth is a butterfly. Butterflies are not earthy. Butterflies are crustaceans. Crustaceans are transparent. Each crustacean is an animal. Every animal is blue. Each animal is a spider. Polly is an insect. Is the following statement true or false? Polly is not blue., Polly is an insect. Insects are moths. Polly is a moth. Each moth is a butterfly. Polly is a butterfly. Butterflies are crustaceans. Polly is a crustacean. Each crustacean is an animal. Polly is an animal. Every animal is blue. Polly is blue. ,False,Polly is not blue
 Arthropods are spicy. Arthropods are ants. Ants are floral. Ants are butterflies. Butterflies are not shy. Each spider is not brown. Every butterfly is a lepidopteran. Every lepidopteran is bright. Every lepidopteran is an invertebrate. Every invertebrate is transparent. Invertebrates are moths. Moths are aggressive. Every moth is an animal. Animals are brown. Animals are crustaceans. Crustaceans are large. Crustaceans are insects. Sally is a butterfly. Is the following statement true or false? Sally is not brown., Sally is a butterfly. Every butterfly is a lepidopteran. Sally is a lepidopteran. Every lepidopteran is an invertebrate. Sally is an invertebrate. Invertebrates are moths. Sally is a moth. Every moth is an animal. Sally is an animal. Animals are brown. Sally is brown. ,False,Sally is not brown
 Numbers are brown. Each number is an integer. Integers are not floral. Integers are negative numbers. Each negative number is metallic. Every negative number is an even number. Even numbers are dull. Even numbers are natural numbers. Natural numbers are sour. Every natural number is a Mersenne prime. Mersenne primes are temperate. Each Mersenne prime is a real number. Every real number is transparent. Each prime number is not transparent. Real numbers are composite numbers. Each composite number is large. Composite numbers are fractions. Wren is a negative number. Is the following statement true or false? Wren is not transparent., Wren is a negative number. Every negative number is an even number. Wren is an even number. Even numbers are natural numbers. Wren is a natural number. Every natural number is a Mersenne prime. Wren is a Mersenne prime. Each Mersenne prime is a real number. Wren is a real number. Every real number is transparent. Wren is transparent. ,False,Wren is not transparent
 Every number is mean. Every number is a Mersenne prime. Mersenne primes are not earthy. Mersenne primes are prime numbers. Prime numbers are not spicy. Every prime number is a composite number. Composite numbers are feisty. Every composite number is a negative number. Negative numbers are blue. Every even number is not large. Negative numbers are fractions. Fractions are large. Fractions are real numbers. Every real number is not temperate. Real numbers are natural numbers. Natural numbers are not bright. Natural numbers are integers. Sam is a Mersenne prime. Is the following statement true or false? Sam is not large., Sam is a Mersenne prime. Mersenne primes are prime numbers. Sam is a prime number. Every prime number is a composite number. Sam is a composite number. Every composite number is a negative number. Sam is a negative number. Negative numbers are fractions. Sam is a fraction. Fractions are large. Sam is large. ,False,Sam is not large
 Prime numbers are red. Prime numbers are fractions. Each natural number is not dull. Fractions are hot. Fractions are real numbers. Each real number is large. Each real number is an even number. Each even number is aggressive. Even numbers are composite numbers. Every composite number is shy. Every composite number is a number. Every number is not sour. Numbers are negative numbers. Every negative number is not fruity. Negative numbers are integers. Every integer is dull. Every integer is a Mersenne prime. Max is an even number. Is the following statement true or false? Max is not dull., Max is an even number. Even numbers are composite numbers. Max is a composite number. Every composite number is a number. Max is a number. Numbers are negative numbers. Max is a negative number. Negative numbers are integers. Max is an integer. Every integer is dull. Max is dull. ,False,Max is not dull
 Butterflies are feisty. Every butterfly is an animal. Animals are bright. Animals are crustaceans. Insects are opaque. Every crustacean is not luminous. Each crustacean is an arthropod. Arthropods are small. Every arthropod is a spider. Every spider is not opaque. Each spider is an ant. Ants are cold. Ants are invertebrates. Invertebrates are not earthy. Invertebrates are lepidopterans. Each lepidopteran is spicy. Lepidopterans are moths. Polly is a butterfly. Is the following statement true or false? Polly is not opaque., Polly is a butterfly. Every butterfly is an animal. Polly is an animal. Animals are crustaceans. Polly is a crustacean. Each crustacean is an arthropod. Polly is an arthropod. Every arthropod is a spider. Polly is a spider. Every spider is not opaque. Polly is not opaque. ,True,Polly is not opaque
 Crustaceans are hot. Crustaceans are ants. Each ant is opaque. Every ant is an insect. Insects are fruity. Each insect is a butterfly. Butterflies are not sour. Butterflies are arthropods. Every arthropod is not orange. Arthropods are moths. Every lepidopteran is not bright. Moths are bright. Moths are spiders. Every spider is not angry. Every spider is an invertebrate. Fae is an ant. Is the following statement true or false? Fae is bright., Fae is an ant. Every ant is an insect. Fae is an insect. Each insect is a butterfly. Fae is a butterfly. Butterflies are arthropods. Fae is an arthropod. Arthropods are moths. Fae is a moth. Moths are bright. Fae is bright. ,True,Fae is bright
 Every Mersenne prime is not bitter. Every Mersenne prime is an even number. Every even number is not fruity. Each even number is a prime number. Fractions are brown. Prime numbers are not opaque. Prime numbers are natural numbers. Natural numbers are large. Natural numbers are composite numbers. Each composite number is not brown. Each composite number is a negative number. Negative numbers are not luminous. Every negative number is an integer. Every integer is mean. Each integer is a number. Every number is not dull. Each number is a real number. Sally is a Mersenne prime. Is the following statement true or false? Sally is not brown., Sally is a Mersenne prime. Every Mersenne prime is an even number. Sally is an even number. Each even number is a prime number. Sally is a prime number. Prime numbers are natural numbers. Sally is a natural number. Natural numbers are composite numbers. Sally is a composite number. Each composite number is not brown. Sally is not brown. ,True,Sally is not brown
 Every feline is happy. Felines are dogs. Every dog is bitter. Dogs are sheep. Every sheep is dull. Sheep are animals. Each animal is hot. Animals are snakes. Each snake is metallic. Every snake is a cow. Cows are not small. Each cow is a cat. Cats are not blue. Each cat is a carnivore. Mammals are not metallic. Carnivores are opaque. Carnivores are vertebrates. Sally is a feline. Is the following statement true or false? Sally is not metallic., Sally is a feline. Felines are dogs. Sally is a dog. Dogs are sheep. Sally is a sheep. Sheep are animals. Sally is an animal. Animals are snakes. Sally is a snake. Each snake is metallic. Sally is metallic. ,False,Sally is not metallic
 Snakes are small. Every snake is a feline. Felines are sweet. Felines are vertebrates. Vertebrates are not kind. Vertebrates are animals. Each animal is not hot. Animals are cats. Cats are transparent. Cats are carnivores. Each cow is not transparent. Polly is a snake. Is the following statement true or false? Polly is not transparent., Polly is a snake. Every snake is a feline. Polly is a feline. Felines are vertebrates. Polly is a vertebrate. Vertebrates are animals. Polly is an animal. Animals are cats. Polly is a cat. Cats are transparent. Polly is transparent. ,False,Polly is not transparent
 Mammals are small. Mammals are cats. Each cat is sour. Cats are cows. Cows are not floral. Each cow is a snake. Snakes are liquid. Snakes are sheep. Sheep are not brown. Sheep are dogs. Each dog is not dull. Each dog is a feline. Carnivores are brown. Every feline is temperate. Felines are animals. Animals are not opaque. Each animal is a vertebrate. Wren is a mammal. Is the following statement true or false? Wren is brown., Wren is a mammal. Mammals are cats. Wren is a cat. Cats are cows. Wren is a cow. Each cow is a snake. Wren is a snake. Snakes are sheep. Wren is a sheep. Sheep are not brown. Wren is not brown. ,False,Wren is brown
 Negative numbers are transparent. Each negative number is a prime number. Prime numbers are metallic. Real numbers are not earthy. Prime numbers are numbers. Each number is shy. Every number is a Mersenne prime. Mersenne primes are large. Mersenne primes are integers. Each integer is not bright. Integers are composite numbers. Each composite number is not sour. Each composite number is a fraction. Fractions are hot. Every fraction is a natural number. Every natural number is earthy. Every natural number is an even number. Stella is a Mersenne prime. Is the following statement true or false? Stella is not earthy., Stella is a Mersenne prime. Mersenne primes are integers. Stella is an integer. Integers are composite numbers. Stella is a composite number. Each composite number is a fraction. Stella is a fraction. Every fraction is a natural number. Stella is a natural number. Every natural number is earthy. Stella is earthy. ,False,Stella is not earthy
 Each arthropod is fruity. Every arthropod is a spider. Spiders are not metallic. Each spider is an ant. Every ant is not angry. Ants are invertebrates. Invertebrates are shy. Each invertebrate is a butterfly. Every butterfly is bitter. Each butterfly is a moth. Lepidopterans are not bitter. Polly is an arthropod. Is the following statement true or false? Polly is not bitter., Polly is an arthropod. Every arthropod is a spider. Polly is a spider. Each spider is an ant. Polly is an ant. Ants are invertebrates. Polly is an invertebrate. Each invertebrate is a butterfly. Polly is a butterfly. Every butterfly is bitter. Polly is bitter. ,False,Polly is not bitter
 Crustaceans are not opaque. Crustaceans are ants. Ants are not earthy. Each ant is an arthropod. Arthropods are blue. Arthropods are lepidopterans. Lepidopterans are sour. Lepidopterans are animals. Every animal is bright. Every animal is a butterfly. Every invertebrate is not shy. Butterflies are temperate. Every butterfly is a moth. Moths are angry. Moths are insects. Every insect is shy. Every insect is a spider. Sally is a lepidopteran. Is the following statement true or false? Sally is shy., Sally is a lepidopteran. Lepidopterans are animals. Sally is an animal. Every animal is a butterfly. Sally is a butterfly. Every butterfly is a moth. Sally is a moth. Moths are insects. Sally is an insect. Every insect is shy. Sally is shy. ,True,Sally is shy
 Mammals are spicy. Every mammal is a vertebrate. Every vertebrate is dull. Each vertebrate is a cat. Cats are not mean. Cats are dogs. Dogs are not earthy. Animals are not feisty. Each dog is a cow. Cows are feisty. Cows are felines. Each feline is blue. Felines are sheep. Sheep are not wooden. Each sheep is a snake. Each snake is cold. Each snake is a carnivore. Alex is a mammal. Is the following statement true or false? Alex is not feisty., Alex is a mammal. Every mammal is a vertebrate. Alex is a vertebrate. Each vertebrate is a cat. Alex is a cat. Cats are dogs. Alex is a dog. Each dog is a cow. Alex is a cow. Cows are feisty. Alex is feisty. ,False,Alex is not feisty
 Natural numbers are feisty. Integers are not kind. Every integer is a real number. Real numbers are blue. Real numbers are numbers. Numbers are small. Every number is a composite number. Composite numbers are liquid. Each composite number is a Mersenne prime. Mersenne primes are transparent. Mersenne primes are negative numbers. Negative numbers are not feisty. Negative numbers are even numbers. Wren is a real number. Is the following statement true or false? Wren is not feisty., Wren is a real number. Real numbers are numbers. Wren is a number. Every number is a composite number. Wren is a composite number. Each composite number is a Mersenne prime. Wren is a Mersenne prime. Mersenne primes are negative numbers. Wren is a negative number. Negative numbers are not feisty. Wren is not feisty. ,True,Wren is not feisty
