Unnamed: 0,question,answer,ground_truth,query
2937, Numbers are shy. Numbers are negative numbers. Negative numbers are not blue. Every negative number is an integer. Every integer is not sour. Prime numbers are sour. Integers are Mersenne primes. Each Mersenne prime is not kind. Each Mersenne prime is a natural number. Natural numbers are small. Natural numbers are fractions. Every fraction is fruity. Each fraction is a real number. Each real number is temperate. Each real number is an even number. Even numbers are not wooden. Even numbers are composite numbers. Fae is a number. Is the following statement true or false? Fae is not sour., Fae is a number. Numbers are negative numbers. Fae is a negative number. Every negative number is an integer. Fae is an integer. Every integer is not sour. Fae is not sour. ,True,Fae is not sour
2938, Each carnivore is feisty. Carnivores are dogs. Dogs are not bright. Each dog is a cow. Each mammal is not earthy. Every cow is angry. Every cow is a feline. Felines are wooden. Felines are sheep. Sheep are earthy. Sheep are vertebrates. Each vertebrate is not opaque. Each vertebrate is a snake. Stella is a cow. Is the following statement true or false? Stella is not earthy., Stella is a cow. Every cow is a feline. Stella is a feline. Felines are sheep. Stella is a sheep. Sheep are earthy. Stella is earthy. ,False,Stella is not earthy
2939, Every cow is not orange. Each cow is a dog. Each dog is floral. Every dog is a mammal. Every mammal is dull. Mammals are sheep. Sheep are mean. Sheep are cats. Each cat is not happy. Each feline is large. Each cat is a snake. Each snake is opaque. Snakes are vertebrates. Every vertebrate is not large. Vertebrates are animals. Each animal is not metallic. Every animal is a carnivore. Rex is a cat. Is the following statement true or false? Rex is not large., Rex is a cat. Each cat is a snake. Rex is a snake. Snakes are vertebrates. Rex is a vertebrate. Every vertebrate is not large. Rex is not large. ,True,Rex is not large
2940, Mersenne primes are large. Each Mersenne prime is a number. Fractions are opaque. Every number is not blue. Numbers are natural numbers. Each natural number is not opaque. Natural numbers are prime numbers. Every prime number is temperate. Prime numbers are negative numbers. Wren is a Mersenne prime. Is the following statement true or false? Wren is not opaque., Wren is a Mersenne prime. Each Mersenne prime is a number. Wren is a number. Numbers are natural numbers. Wren is a natural number. Each natural number is not opaque. Wren is not opaque. ,True,Wren is not opaque
2941, Each carnivore is earthy. Cats are happy. Every cat is an animal. Animals are dull. Animals are mammals. Every mammal is not transparent. Mammals are vertebrates. Vertebrates are small. Vertebrates are sheep. Sheep are not earthy. Each sheep is a dog. Dogs are not amenable. Dogs are cows. Cows are bitter. Every cow is a snake. Snakes are not blue. Each snake is a feline. Rex is a mammal. Is the following statement true or false? Rex is not earthy., Rex is a mammal. Mammals are vertebrates. Rex is a vertebrate. Vertebrates are sheep. Rex is a sheep. Sheep are not earthy. Rex is not earthy. ,True,Rex is not earthy
2942, Integers are not red. Each integer is a prime number. Each prime number is not hot. Prime numbers are real numbers. Real numbers are fruity. Negative numbers are not fruity. Real numbers are fractions. Alex is an integer. Is the following statement true or false? Alex is not fruity., Alex is an integer. Each integer is a prime number. Alex is a prime number. Prime numbers are real numbers. Alex is a real number. Real numbers are fruity. Alex is fruity. ,False,Alex is not fruity
2943, Each animal is angry. Every animal is a dog. Every dog is floral. Dogs are snakes. Snakes are transparent. Snakes are felines. Each feline is dull. Felines are carnivores. Carnivores are temperate. Carnivores are sheep. Each sheep is wooden. Every cow is not transparent. Every sheep is a cat. Cats are not blue. Every cat is a vertebrate. Vertebrates are sour. Every vertebrate is a mammal. Rex is an animal. Is the following statement true or false? Rex is transparent., Rex is an animal. Every animal is a dog. Rex is a dog. Dogs are snakes. Rex is a snake. Snakes are transparent. Rex is transparent. ,True,Rex is transparent
2944, Insects are dull. Each insect is a spider. Spiders are hot. Crustaceans are not blue. Spiders are arthropods. Every arthropod is floral. Arthropods are lepidopterans. Lepidopterans are blue. Lepidopterans are butterflies. Butterflies are not small. Every butterfly is an animal. Rex is a spider. Is the following statement true or false? Rex is not blue., Rex is a spider. Spiders are arthropods. Rex is an arthropod. Arthropods are lepidopterans. Rex is a lepidopteran. Lepidopterans are blue. Rex is blue. ,False,Rex is not blue
2945, Moths are luminous. Each moth is an animal. Every animal is dull. Each animal is a spider. Spiders are fruity. Spiders are invertebrates. Every invertebrate is spicy. Invertebrates are lepidopterans. Lepidopterans are feisty. Lepidopterans are ants. Every ant is large. Each ant is a crustacean. Each butterfly is not orange. Crustaceans are orange. Each crustacean is an insect. Insects are opaque. Insects are arthropods. Rex is a lepidopteran. Is the following statement true or false? Rex is not orange., Rex is a lepidopteran. Lepidopterans are ants. Rex is an ant. Each ant is a crustacean. Rex is a crustacean. Crustaceans are orange. Rex is orange. ,False,Rex is not orange
2946, Composite numbers are not happy. Prime numbers are opaque. Prime numbers are real numbers. Real numbers are not earthy. Each real number is an even number. Even numbers are angry. Each even number is a negative number. Negative numbers are not bitter. Negative numbers are natural numbers. Natural numbers are happy. Every natural number is a fraction. Every fraction is hot. Each fraction is a number. Each number is not dull. Numbers are integers. Integers are large. Each integer is a Mersenne prime. Max is an even number. Is the following statement true or false? Max is happy., Max is an even number. Each even number is a negative number. Max is a negative number. Negative numbers are natural numbers. Max is a natural number. Natural numbers are happy. Max is happy. ,True,Max is happy
2947, Every feline is angry. Every feline is a cat. Each cat is not cold. Cats are dogs. Dogs are not sour. Each dog is a carnivore. Carnivores are transparent. Each carnivore is a snake. Each snake is dull. Every snake is a mammal. Each sheep is sour. Mammals are not floral. Mammals are cows. Each cow is large. Cows are vertebrates. Vertebrates are brown. Each vertebrate is an animal. Rex is a feline. Is the following statement true or false? Rex is sour., Rex is a feline. Every feline is a cat. Rex is a cat. Cats are dogs. Rex is a dog. Dogs are not sour. Rex is not sour. ,False,Rex is sour
2948, Ants are large. Ants are lepidopterans. Every lepidopteran is dull. Insects are brown. Lepidopterans are spiders. Spiders are not brown. Every spider is an invertebrate. Invertebrates are transparent. Every invertebrate is an arthropod. Arthropods are metallic. Every arthropod is a crustacean. Every crustacean is not nervous. Crustaceans are animals. Rex is an ant. Is the following statement true or false? Rex is not brown., Rex is an ant. Ants are lepidopterans. Rex is a lepidopteran. Lepidopterans are spiders. Rex is a spider. Spiders are not brown. Rex is not brown. ,True,Rex is not brown
2949, Every lepidopteran is not hot. Every lepidopteran is a butterfly. Every butterfly is dull. Butterflies are arthropods. Each arthropod is brown. Every arthropod is a spider. Spiders are liquid. Spiders are animals. Every animal is earthy. Every animal is an insect. Invertebrates are small. Insects are not bitter. Every insect is a moth. Each moth is not transparent. Moths are ants. Every ant is not small. Each ant is a crustacean. Sam is an insect. Is the following statement true or false? Sam is not small., Sam is an insect. Every insect is a moth. Sam is a moth. Moths are ants. Sam is an ant. Every ant is not small. Sam is not small. ,True,Sam is not small
2950, Every real number is liquid. Real numbers are even numbers. Every even number is not amenable. Every even number is a negative number. Every negative number is spicy. Negative numbers are prime numbers. Natural numbers are not spicy. Prime numbers are not small. Every prime number is a Mersenne prime. Each Mersenne prime is earthy. Every Mersenne prime is a number. Numbers are brown. Each number is an integer. Each integer is not temperate. Integers are fractions. Fractions are not bright. Every fraction is a composite number. Polly is a real number. Is the following statement true or false? Polly is not spicy., Polly is a real number. Real numbers are even numbers. Polly is an even number. Every even number is a negative number. Polly is a negative number. Every negative number is spicy. Polly is spicy. ,False,Polly is not spicy
2951, Each negative number is metallic. Negative numbers are even numbers. Even numbers are opaque. Even numbers are natural numbers. Natural numbers are floral. Natural numbers are prime numbers. Each prime number is not bright. Prime numbers are integers. Integers are temperate. Integers are Mersenne primes. Composite numbers are mean. Every Mersenne prime is blue. Every Mersenne prime is a number. Numbers are not mean. Numbers are fractions. Every fraction is feisty. Fractions are real numbers. Polly is an integer. Is the following statement true or false? Polly is mean., Polly is an integer. Integers are Mersenne primes. Polly is a Mersenne prime. Every Mersenne prime is a number. Polly is a number. Numbers are not mean. Polly is not mean. ,False,Polly is mean
2952, Every negative number is floral. Every negative number is a prime number. Each prime number is not temperate. Every Mersenne prime is not spicy. Prime numbers are integers. Each integer is wooden. Integers are even numbers. Every even number is brown. Even numbers are natural numbers. Natural numbers are spicy. Every natural number is a fraction. Every fraction is bright. Fractions are composite numbers. Each composite number is transparent. Composite numbers are numbers. Numbers are small. Every number is a real number. Max is an integer. Is the following statement true or false? Max is not spicy., Max is an integer. Integers are even numbers. Max is an even number. Even numbers are natural numbers. Max is a natural number. Natural numbers are spicy. Max is spicy. ,False,Max is not spicy
2953, Spiders are not floral. Each ant is mean. Every ant is a lepidopteran. Lepidopterans are sour. Lepidopterans are invertebrates. Every invertebrate is floral. Each invertebrate is a butterfly. Polly is an ant. Is the following statement true or false? Polly is floral., Polly is an ant. Every ant is a lepidopteran. Polly is a lepidopteran. Lepidopterans are invertebrates. Polly is an invertebrate. Every invertebrate is floral. Polly is floral. ,True,Polly is floral
2954, Every real number is shy. Every real number is a negative number. Negative numbers are not transparent. Every negative number is a Mersenne prime. Mersenne primes are large. Mersenne primes are prime numbers. Prime numbers are metallic. Each prime number is a fraction. Fractions are floral. Fractions are even numbers. Each even number is temperate. Even numbers are composite numbers. Each composite number is not sweet. Every natural number is not temperate. Composite numbers are numbers. Each number is dull. Numbers are integers. Max is a prime number. Is the following statement true or false? Max is not temperate., Max is a prime number. Each prime number is a fraction. Max is a fraction. Fractions are even numbers. Max is an even number. Each even number is temperate. Max is temperate. ,False,Max is not temperate
2955, Each cat is small. Cats are animals. Animals are amenable. Cows are not bright. Animals are felines. Each feline is bright. Every feline is a dog. Stella is a cat. Is the following statement true or false? Stella is not bright., Stella is a cat. Cats are animals. Stella is an animal. Animals are felines. Stella is a feline. Each feline is bright. Stella is bright. ,False,Stella is not bright
2956, Dogs are wooden. Dogs are animals. Each animal is not small. Animals are snakes. Every snake is earthy. Snakes are mammals. Every mammal is amenable. Every mammal is a carnivore. Every carnivore is orange. Carnivores are vertebrates. Cats are not earthy. Every vertebrate is shy. Vertebrates are felines. Rex is a dog. Is the following statement true or false? Rex is not earthy., Rex is a dog. Dogs are animals. Rex is an animal. Animals are snakes. Rex is a snake. Every snake is earthy. Rex is earthy. ,False,Rex is not earthy
2957, Carnivores are happy. Carnivores are cows. Each cow is metallic. Cows are mammals. Every mammal is not large. Each mammal is an animal. Each animal is not floral. Each animal is a vertebrate. Vertebrates are not bright. Vertebrates are cats. Cats are sour. Cats are snakes. Snakes are transparent. Snakes are sheep. Dogs are floral. Sheep are mean. Every sheep is a feline. Rex is a cow. Is the following statement true or false? Rex is not floral., Rex is a cow. Cows are mammals. Rex is a mammal. Each mammal is an animal. Rex is an animal. Each animal is not floral. Rex is not floral. ,True,Rex is not floral
2958, Composite numbers are not shy. Each composite number is a number. Every number is not dull. Numbers are negative numbers. Negative numbers are earthy. Every negative number is an even number. Each even number is opaque. Each even number is a natural number. Every natural number is sweet. Natural numbers are prime numbers. Every prime number is wooden. Prime numbers are real numbers. Integers are not wooden. Real numbers are amenable. Each real number is a Mersenne prime. Mersenne primes are cold. Each Mersenne prime is a fraction. Rex is an even number. Is the following statement true or false? Rex is wooden., Rex is an even number. Each even number is a natural number. Rex is a natural number. Natural numbers are prime numbers. Rex is a prime number. Every prime number is wooden. Rex is wooden. ,True,Rex is wooden
2959, Each cow is not small. Every cow is a snake. Snakes are not aggressive. Every snake is a vertebrate. Each vertebrate is not luminous. Vertebrates are mammals. Mammals are opaque. Mammals are carnivores. Every carnivore is not fruity. Each carnivore is a feline. Felines are shy. Felines are animals. Every animal is brown. Every animal is a dog. Each dog is bright. Sheep are luminous. Each dog is a cat. Fae is a cow. Is the following statement true or false? Fae is not luminous., Fae is a cow. Every cow is a snake. Fae is a snake. Every snake is a vertebrate. Fae is a vertebrate. Each vertebrate is not luminous. Fae is not luminous. ,True,Fae is not luminous
2960, Each feline is not brown. Felines are dogs. Dogs are transparent. Dogs are carnivores. Every carnivore is metallic. Every carnivore is a cow. Cows are bright. Each cow is a vertebrate. Vertebrates are happy. Vertebrates are animals. Each animal is not floral. Each animal is a sheep. Sheep are mean. Every mammal is not mean. Sheep are cats. Cats are hot. Each cat is a snake. Polly is a vertebrate. Is the following statement true or false? Polly is not mean., Polly is a vertebrate. Vertebrates are animals. Polly is an animal. Each animal is a sheep. Polly is a sheep. Sheep are mean. Polly is mean. ,False,Polly is not mean
2961, Every animal is not orange. Each animal is a dog. Dogs are kind. Every dog is a feline. Felines are bright. Each feline is a snake. Every snake is wooden. Snakes are sheep. Every vertebrate is small. Sheep are not hot. Every sheep is a cow. Every cow is sour. Cows are mammals. Mammals are transparent. Mammals are cats. Each cat is not small. Each cat is a carnivore. Sam is a cow. Is the following statement true or false? Sam is small., Sam is a cow. Cows are mammals. Sam is a mammal. Mammals are cats. Sam is a cat. Each cat is not small. Sam is not small. ,False,Sam is small
2962, Lepidopterans are not angry. Each lepidopteran is a butterfly. Butterflies are feisty. Butterflies are animals. Animals are not earthy. Each animal is a spider. Spiders are dull. Spiders are insects. Each insect is hot. Insects are ants. Each ant is not spicy. Each ant is a moth. Each moth is orange. Each moth is an arthropod. Each arthropod is transparent. Crustaceans are spicy. Every arthropod is an invertebrate. Alex is a spider. Is the following statement true or false? Alex is spicy., Alex is a spider. Spiders are insects. Alex is an insect. Insects are ants. Alex is an ant. Each ant is not spicy. Alex is not spicy. ,False,Alex is spicy
2963, Every moth is brown. Insects are sweet. Moths are invertebrates. Every invertebrate is not small. Invertebrates are animals. Each animal is wooden. Each animal is a spider. Spiders are not temperate. Spiders are lepidopterans. Lepidopterans are not floral. Lepidopterans are butterflies. Butterflies are kind. Every butterfly is an arthropod. Arthropods are not sweet. Every arthropod is an ant. Alex is a lepidopteran. Is the following statement true or false? Alex is not sweet., Alex is a lepidopteran. Lepidopterans are butterflies. Alex is a butterfly. Every butterfly is an arthropod. Alex is an arthropod. Arthropods are not sweet. Alex is not sweet. ,True,Alex is not sweet
2964, Every animal is bright. Animals are mammals. Mammals are transparent. Every mammal is a cow. Each cow is kind. Each cow is a feline. Felines are not large. Felines are sheep. Every sheep is bitter. Sheep are carnivores. Cats are not cold. Each carnivore is not luminous. Carnivores are vertebrates. Each vertebrate is not floral. Every vertebrate is a dog. Every dog is cold. Each dog is a snake. Stella is a carnivore. Is the following statement true or false? Stella is cold., Stella is a carnivore. Carnivores are vertebrates. Stella is a vertebrate. Every vertebrate is a dog. Stella is a dog. Every dog is cold. Stella is cold. ,True,Stella is cold
2965, Natural numbers are opaque. Even numbers are not happy. Natural numbers are prime numbers. Every prime number is not liquid. Each prime number is a number. Every number is happy. Numbers are fractions. Fractions are bright. Every fraction is a composite number. Each composite number is earthy. Composite numbers are integers. Integers are not aggressive. Integers are negative numbers. Negative numbers are sweet. Every negative number is a Mersenne prime. Mersenne primes are not temperate. Mersenne primes are real numbers. Polly is a natural number. Is the following statement true or false? Polly is not happy., Polly is a natural number. Natural numbers are prime numbers. Polly is a prime number. Each prime number is a number. Polly is a number. Every number is happy. Polly is happy. ,False,Polly is not happy
2966, Every carnivore is orange. Every dog is fruity. Dogs are snakes. Snakes are not cold. Each snake is a sheep. Every sheep is not orange. Sheep are cows. Sally is a dog. Is the following statement true or false? Sally is not orange., Sally is a dog. Dogs are snakes. Sally is a snake. Each snake is a sheep. Sally is a sheep. Every sheep is not orange. Sally is not orange. ,True,Sally is not orange
2967, Each negative number is not transparent. Natural numbers are not earthy. Negative numbers are even numbers. Each even number is spicy. Even numbers are Mersenne primes. Mersenne primes are bright. Mersenne primes are real numbers. Every real number is temperate. Every real number is an integer. Integers are red. Integers are numbers. Each number is aggressive. Every number is a composite number. Composite numbers are not feisty. Composite numbers are fractions. Fractions are earthy. Fractions are prime numbers. Sally is a number. Is the following statement true or false? Sally is earthy., Sally is a number. Every number is a composite number. Sally is a composite number. Composite numbers are fractions. Sally is a fraction. Fractions are earthy. Sally is earthy. ,True,Sally is earthy
2968, Every feline is earthy. Every feline is a cat. Each cat is not red. Cats are cows. Every cow is not opaque. Animals are kind. Every cow is a mammal. Each mammal is liquid. Every mammal is a dog. Each dog is not kind. Every dog is a snake. Snakes are not large. Each snake is a carnivore. Carnivores are not bright. Carnivores are vertebrates. Polly is a cow. Is the following statement true or false? Polly is not kind., Polly is a cow. Every cow is a mammal. Polly is a mammal. Every mammal is a dog. Polly is a dog. Each dog is not kind. Polly is not kind. ,True,Polly is not kind
2969, Integers are aggressive. Every integer is a natural number. Each natural number is transparent. Every natural number is a negative number. Every negative number is dull. Negative numbers are fractions. Fractions are brown. Prime numbers are not brown. Each fraction is a number. Numbers are wooden. Numbers are Mersenne primes. Sam is a natural number. Is the following statement true or false? Sam is not brown., Sam is a natural number. Every natural number is a negative number. Sam is a negative number. Negative numbers are fractions. Sam is a fraction. Fractions are brown. Sam is brown. ,False,Sam is not brown
2970, Each real number is large. Real numbers are integers. Integers are luminous. Each integer is a natural number. Natural numbers are not mean. Natural numbers are numbers. Numbers are hot. Every prime number is opaque. Numbers are Mersenne primes. Every Mersenne prime is not opaque. Each Mersenne prime is a fraction. Fractions are not bright. Fractions are composite numbers. Sally is a natural number. Is the following statement true or false? Sally is opaque., Sally is a natural number. Natural numbers are numbers. Sally is a number. Numbers are Mersenne primes. Sally is a Mersenne prime. Every Mersenne prime is not opaque. Sally is not opaque. ,False,Sally is opaque
2971, Every feline is not red. Every feline is a snake. Snakes are large. Cows are temperate. Snakes are vertebrates. Vertebrates are shy. Vertebrates are dogs. Each dog is not dull. Each dog is a cat. Every cat is not temperate. Each cat is a sheep. Sheep are spicy. Sheep are animals. Each animal is transparent. Every animal is a carnivore. Fae is a vertebrate. Is the following statement true or false? Fae is not temperate., Fae is a vertebrate. Vertebrates are dogs. Fae is a dog. Each dog is a cat. Fae is a cat. Every cat is not temperate. Fae is not temperate. ,True,Fae is not temperate
2972, Dogs are dull. Dogs are sheep. Sheep are luminous. Every sheep is an animal. Each animal is large. Each animal is a cow. Snakes are not large. Cows are red. Every cow is a mammal. Mammals are transparent. Mammals are vertebrates. Each vertebrate is temperate. Each vertebrate is a feline. Felines are not spicy. Each feline is a carnivore. Sally is a dog. Is the following statement true or false? Sally is not large., Sally is a dog. Dogs are sheep. Sally is a sheep. Every sheep is an animal. Sally is an animal. Each animal is large. Sally is large. ,False,Sally is not large
2973, Sheep are not bright. Every sheep is a dog. Each dog is sour. Each dog is a mammal. Mammals are small. Snakes are not earthy. Every mammal is a feline. Felines are happy. Each feline is a vertebrate. Each vertebrate is earthy. Every vertebrate is an animal. Every animal is not orange. Each animal is a carnivore. Every carnivore is not luminous. Each carnivore is a cow. Each cow is mean. Cows are cats. Rex is a mammal. Is the following statement true or false? Rex is earthy., Rex is a mammal. Every mammal is a feline. Rex is a feline. Each feline is a vertebrate. Rex is a vertebrate. Each vertebrate is earthy. Rex is earthy. ,True,Rex is earthy
2974, Every number is floral. Numbers are natural numbers. Natural numbers are brown. Every fraction is not kind. Natural numbers are composite numbers. Composite numbers are hot. Each composite number is a negative number. Every negative number is sour. Every negative number is an even number. Even numbers are opaque. Each even number is a Mersenne prime. Mersenne primes are kind. Mersenne primes are prime numbers. Prime numbers are not happy. Each prime number is an integer. Every integer is bright. Every integer is a real number. Stella is a negative number. Is the following statement true or false? Stella is not kind., Stella is a negative number. Every negative number is an even number. Stella is an even number. Each even number is a Mersenne prime. Stella is a Mersenne prime. Mersenne primes are kind. Stella is kind. ,False,Stella is not kind
2975, Every cow is large. Each mammal is transparent. Mammals are vertebrates. Vertebrates are shy. Vertebrates are carnivores. Every carnivore is not large. Each carnivore is a cat. Cats are angry. Cats are sheep. Wren is a mammal. Is the following statement true or false? Wren is not large., Wren is a mammal. Mammals are vertebrates. Wren is a vertebrate. Vertebrates are carnivores. Wren is a carnivore. Every carnivore is not large. Wren is not large. ,True,Wren is not large
2976, Butterflies are not sour. Each butterfly is a crustacean. Each crustacean is wooden. Each crustacean is an animal. Animals are transparent. Animals are invertebrates. Invertebrates are shy. Each invertebrate is an insect. Every insect is not blue. Insects are spiders. Every spider is dull. Lepidopterans are blue. Spiders are moths. Each moth is not hot. Every moth is an arthropod. Max is an animal. Is the following statement true or false? Max is blue., Max is an animal. Animals are invertebrates. Max is an invertebrate. Each invertebrate is an insect. Max is an insect. Every insect is not blue. Max is not blue. ,False,Max is blue
2977, Lepidopterans are bitter. Lepidopterans are invertebrates. Every invertebrate is liquid. Every invertebrate is a crustacean. Every crustacean is bright. Crustaceans are spiders. Spiders are happy. Spiders are moths. Every moth is not transparent. Moths are butterflies. Each butterfly is not cold. Butterflies are arthropods. Arthropods are not floral. Every arthropod is an animal. Animals are amenable. Ants are transparent. Each animal is an insect. Sam is a crustacean. Is the following statement true or false? Sam is transparent., Sam is a crustacean. Crustaceans are spiders. Sam is a spider. Spiders are moths. Sam is a moth. Every moth is not transparent. Sam is not transparent. ,False,Sam is transparent
2978, Every invertebrate is not small. Invertebrates are moths. Moths are feisty. Every moth is an animal. Animals are wooden. Animals are spiders. Spiders are not floral. Spiders are ants. Lepidopterans are not angry. Ants are angry. Ants are arthropods. Each arthropod is dull. Every arthropod is a crustacean. Every crustacean is hot. Crustaceans are insects. Each insect is not spicy. Insects are butterflies. Alex is an animal. Is the following statement true or false? Alex is not angry., Alex is an animal. Animals are spiders. Alex is a spider. Spiders are ants. Alex is an ant. Ants are angry. Alex is angry. ,False,Alex is not angry
2979, Arthropods are kind. Every arthropod is a crustacean. Each crustacean is not metallic. Every lepidopteran is earthy. Crustaceans are ants. Every ant is transparent. Ants are insects. Each insect is sweet. Insects are invertebrates. Every invertebrate is not earthy. Each invertebrate is a spider. Spiders are small. Every spider is a butterfly. Fae is an ant. Is the following statement true or false? Fae is earthy., Fae is an ant. Ants are insects. Fae is an insect. Insects are invertebrates. Fae is an invertebrate. Every invertebrate is not earthy. Fae is not earthy. ,False,Fae is earthy
2980, Sheep are not large. Each sheep is a mammal. Mammals are not temperate. Each mammal is a carnivore. Carnivores are not metallic. Each carnivore is a cat. Cats are dull. Each cat is a snake. Every feline is shy. Each snake is not shy. Snakes are animals. Animals are transparent. Each animal is a cow. Cows are earthy. Every cow is a dog. Dogs are sweet. Dogs are vertebrates. Polly is a carnivore. Is the following statement true or false? Polly is not shy., Polly is a carnivore. Each carnivore is a cat. Polly is a cat. Each cat is a snake. Polly is a snake. Each snake is not shy. Polly is not shy. ,True,Polly is not shy
2981, Even numbers are aggressive. Even numbers are numbers. Every number is large. Each number is a fraction. Natural numbers are bright. Fractions are not feisty. Each fraction is an integer. Every integer is hot. Every integer is a negative number. Each negative number is red. Negative numbers are prime numbers. Each prime number is not bright. Prime numbers are Mersenne primes. Mersenne primes are transparent. Mersenne primes are composite numbers. Each composite number is sweet. Composite numbers are real numbers. Fae is an integer. Is the following statement true or false? Fae is bright., Fae is an integer. Every integer is a negative number. Fae is a negative number. Negative numbers are prime numbers. Fae is a prime number. Each prime number is not bright. Fae is not bright. ,False,Fae is bright
2982, Each sheep is not wooden. Each sheep is a feline. Each feline is mean. Each feline is a mammal. Each mammal is sweet. Mammals are animals. Every animal is small. Each cat is dull. Every animal is a snake. Snakes are not dull. Every snake is a dog. Dogs are transparent. Each dog is a cow. Every cow is not nervous. Cows are vertebrates. Vertebrates are hot. Vertebrates are carnivores. Stella is a mammal. Is the following statement true or false? Stella is not dull., Stella is a mammal. Mammals are animals. Stella is an animal. Every animal is a snake. Stella is a snake. Snakes are not dull. Stella is not dull. ,True,Stella is not dull
2983, Cats are not wooden. Every cow is large. Each cow is a vertebrate. Vertebrates are floral. Every vertebrate is a snake. Snakes are wooden. Snakes are sheep. Sally is a cow. Is the following statement true or false? Sally is not wooden., Sally is a cow. Each cow is a vertebrate. Sally is a vertebrate. Every vertebrate is a snake. Sally is a snake. Snakes are wooden. Sally is wooden. ,False,Sally is not wooden
2984, Each sheep is fruity. Each sheep is a mammal. Each mammal is aggressive. Each mammal is a dog. Dogs are bright. Dogs are felines. Each snake is not bright. Max is a sheep. Is the following statement true or false? Max is bright., Max is a sheep. Each sheep is a mammal. Max is a mammal. Each mammal is a dog. Max is a dog. Dogs are bright. Max is bright. ,True,Max is bright
2985, Carnivores are not nervous. Carnivores are dogs. Dogs are angry. Each dog is a mammal. Each mammal is metallic. Each mammal is an animal. Each animal is dull. Each animal is a feline. Every snake is not dull. Polly is a dog. Is the following statement true or false? Polly is dull., Polly is a dog. Each dog is a mammal. Polly is a mammal. Each mammal is an animal. Polly is an animal. Each animal is dull. Polly is dull. ,True,Polly is dull
2986, Every feline is not red. Every feline is a mammal. Mammals are not floral. Mammals are dogs. Every dog is metallic. Every dog is a snake. Each snake is not sweet. Snakes are cows. Cows are not cold. Each cow is an animal. Animals are aggressive. Animals are sheep. Every sheep is not large. Each sheep is a carnivore. Cats are not metallic. Carnivores are opaque. Carnivores are vertebrates. Sally is a feline. Is the following statement true or false? Sally is not metallic., Sally is a feline. Every feline is a mammal. Sally is a mammal. Mammals are dogs. Sally is a dog. Every dog is metallic. Sally is metallic. ,False,Sally is not metallic
2987, Every Mersenne prime is cold. Numbers are not large. Numbers are prime numbers. Every prime number is blue. Prime numbers are real numbers. Each real number is not cold. Real numbers are negative numbers. Sam is a number. Is the following statement true or false? Sam is not cold., Sam is a number. Numbers are prime numbers. Sam is a prime number. Prime numbers are real numbers. Sam is a real number. Each real number is not cold. Sam is not cold. ,True,Sam is not cold
2988, Each cat is transparent. Cats are dogs. Dogs are not brown. Every dog is a mammal. Each mammal is small. Every mammal is a snake. Each snake is not kind. Snakes are sheep. Felines are luminous. Sheep are not luminous. Every sheep is a carnivore. Polly is a mammal. Is the following statement true or false? Polly is luminous., Polly is a mammal. Every mammal is a snake. Polly is a snake. Snakes are sheep. Polly is a sheep. Sheep are not luminous. Polly is not luminous. ,False,Polly is luminous
2989, Every negative number is cold. Negative numbers are numbers. Every number is happy. Every number is an even number. Even numbers are not liquid. Every even number is a natural number. Natural numbers are brown. Each composite number is not brown. Each natural number is an integer. Stella is a number. Is the following statement true or false? Stella is not brown., Stella is a number. Every number is an even number. Stella is an even number. Every even number is a natural number. Stella is a natural number. Natural numbers are brown. Stella is brown. ,False,Stella is not brown
2990, Natural numbers are luminous. Natural numbers are even numbers. Even numbers are not earthy. Each even number is a Mersenne prime. Mersenne primes are transparent. Mersenne primes are numbers. Every number is spicy. Each number is a negative number. Negative numbers are small. Every negative number is a composite number. Each composite number is not happy. Composite numbers are integers. Real numbers are not spicy. Every integer is not red. Integers are fractions. Every fraction is dull. Fractions are prime numbers. Alex is an even number. Is the following statement true or false? Alex is not spicy., Alex is an even number. Each even number is a Mersenne prime. Alex is a Mersenne prime. Mersenne primes are numbers. Alex is a number. Every number is spicy. Alex is spicy. ,False,Alex is not spicy
2991, Each animal is fruity. Every animal is a dog. Each dog is kind. Each dog is a carnivore. Carnivores are not dull. Each carnivore is a cow. Each feline is dull. Each cow is small. Each cow is a mammal. Every mammal is opaque. Each mammal is a cat. Cats are hot. Cats are vertebrates. Each vertebrate is wooden. Each vertebrate is a sheep. Sheep are not orange. Every sheep is a snake. Fae is an animal. Is the following statement true or false? Fae is not dull., Fae is an animal. Every animal is a dog. Fae is a dog. Each dog is a carnivore. Fae is a carnivore. Carnivores are not dull. Fae is not dull. ,True,Fae is not dull
2992, Each crustacean is not cold. Crustaceans are spiders. Each spider is not floral. Spiders are animals. Every animal is not red. Animals are insects. Insects are amenable. Every insect is a moth. Each moth is dull. Moths are ants. Each ant is not shy. Each invertebrate is sour. Ants are lepidopterans. Every lepidopteran is metallic. Lepidopterans are arthropods. Arthropods are not sour. Arthropods are butterflies. Rex is an ant. Is the following statement true or false? Rex is not sour., Rex is an ant. Ants are lepidopterans. Rex is a lepidopteran. Lepidopterans are arthropods. Rex is an arthropod. Arthropods are not sour. Rex is not sour. ,True,Rex is not sour
